Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"IFCI Ltd","Specialized Finance","15757.34","152.02","41.33","2.05","7.44","23.11","1327.49","-","145.76","0.44"
"Fine Organic Industries Ltd","Specialty Chemicals","15670.77","38.05","17.71","8.16","7.14","24.27","24.70","0.20","-33.36","134.34"
"Bls International Services Ltd","Outsourced services","15599.47","49.84","15.49","10.82","9.09","38.09","44.59","0.26","55.51","7.61"
"G R Infraprojects Ltd","Construction & Engineering","15596.33","11.78","22.64","2.05","1.66","7.36","-","-","-8.99","136.90"
"PG Electroplast Ltd","Electronic Equipments","15529.07","115.29","225.88","14.96","5.63","57.43","83.33","0.00","56.80","5.52"
"UTI S&P BSE Sensex ETF","Equity","15503.00","-","12.93","-","-","-","-","0.00","-","-"
"KSB Ltd","Industrial Machinery","15493.84","74.23","-1.72","11.90","6.77","45.40","109.50","0.39","14.23","11.99"
"Tata Teleservices (Maharashtra) Ltd","Telecom Services","15463.48","-12.59","4.46","-0.80","12.80","65.20","26.39","-","-7.31","-6.28"
"Welspun Living Ltd","Textiles","15347.74","22.53","13.87","3.33","1.56","11.17","28.80","-","245.39","6.95"
"Strides Pharma Science Ltd","Pharmaceuticals","15111.49","-213.98","92.80","7.29","3.65","36.57","21.55","-","65.55","-7.75"
"Godrej Agrovet Ltd","Agro Products","15035.80","41.80","41.56","5.15","1.56","21.13","22.18","1.28","19.10","18.71"
"Manappuram Finance Ltd","Consumer Finance","15009.83","6.86","-18.88","1.30","1.68","14.40","-","1.86","46.31","25.86"
"JM Financial Ltd","Investment Banking & Brokerage","14904.98","36.37","98.98","1.35","3.08","69.52","4.10","1.28","-31.44","4.29"
"RITES Ltd","Business Support Services","14833.84","32.57","-7.09","5.45","5.83","15.70","34.37","2.92","-15.98","9.48"
"Nava Limited","Iron & Steel","14763.99","11.75","106.47","1.77","3.63","8.01","4.65","0.39","2.81","86.57"
"Praj Industries Ltd","Construction & Engineering","14750.08","52.06","58.78","11.57","4.18","33.17","73.98","0.75","18.12","15.42"
"Rainbow Children's Medicare Ltd","Hospitals & Diagnostic Centres","14746.83","67.96","10.08","11.66","11.05","32.38","45.88","0.21","-0.85","21.38"
"NMDC Steel Ltd","Iron & Steel","14603.21","-9.36","-22.51","0.94","4.61","-","-","-","-","-5.32"
"Netweb Technologies India Ltd","IT Services & Consulting","14569.41","191.93","58.17","34.46","19.80","125.47","793.11","0.08","53.51","14.15"
"Craftsman Automation Ltd","Industrial Machinery","14563.12","47.83","37.90","8.31","3.26","18.21","28.37","0.16","22.58","144.11"
"Supreme Petrochem Ltd","Specialty Chemicals","14555.34","42.01","23.18","7.21","2.71","25.25","26.13","1.42","4.33","18.43"
"Sterling and Wilson Renewable Energy Ltd","Renewable Energy Equipment & Services","14509.65","-68.47","17.30","15.19","4.65","187.89","26.95","-","83.74","-10.02"
"Inox Wind Energy Ltd","Heavy Electrical Equipments","14509.01","-214.95","104.37","4.28","8.02","58.72","-","-","82.01","-58.02"
"LT Foods Ltd","Packaged Foods & Meats","14492.60","24.43","105.32","4.23","1.84","14.87","19.15","-","41.55","17.09"
"Raymond Lifestyle Ltd","Apparel & Accessories","14447.16","6.55","-17.70","6.16","6.17","6.18","-","-","6019.49","1479.36"
"Granules India Ltd","Pharmaceuticals","14407.61","35.55","44.04","4.47","3.19","17.83","32.79","0.25","-20.63","16.73"
"Akums Drugs and Pharmaceuticals Ltd","Pharmaceuticals","14383.45","-3569.09","14.29","19.96","3.41","112.10","28.87","-","-104.25","-0.28"
"E I D-Parry (India) Ltd","Sugar","14322.57","15.92","32.42","1.28","0.48","5.76","7.26","0.50","-5.08","50.68"
"Voltamp Transformers Ltd","Heavy Electrical Equipments","14267.47","46.42","31.42","10.54","8.37","34.55","65.97","0.64","53.71","303.79"
"Caplin Point Laboratories Ltd","Pharmaceuticals","14238.13","31.15","46.37","6.07","8.08","21.79","44.72","-","21.36","60.21"
"Kirloskar Brothers Ltd","Industrial Machinery","14222.14","40.85","58.35","8.25","3.50","23.65","37.82","0.34","48.18","43.84"
"eClerx Services Limited","Outsourced services","14138.70","27.64","22.63","6.29","4.73","15.87","26.89","0.03","6.16","106.26"
"Ingersoll-Rand (India) Ltd","Industrial Machinery","14125.42","63.52","12.32","24.34","11.38","43.76","68.27","1.56","21.77","70.44"
"Chennai Petroleum Corporation Ltd","Oil & Gas - Refining & Marketing","14048.30","5.12","-0.06","1.51","0.21","3.59","5.21","5.83","-22.27","184.34"
"Railtel Corporation of India Ltd","Communication & Networking","13826.03","56.16","16.38","7.57","5.27","27.02","24.85","0.66","30.79","7.67"
"Olectra Greentech Ltd","Electrical Components & Equipments","13812.55","179.73","-5.02","15.07","11.77","74.18","96.59","-","17.17","9.36"
"Glenmark Life Sciences Ltd","Pharmaceuticals","13791.83","29.29","41.25","5.91","6.01","19.68","33.35","-","0.84","38.43"
"Honasa Consumer Ltd","FMCG - Personal Products","13780.66","123.29","10.43","12.58","7.00","70.32","58.56","-","123.17","4.85"
"Data Patterns (India) Ltd","Aerospace & Defense Equipments","13704.04","75.43","-10.47","10.35","24.22","48.77","98.32","0.27","41.17","32.45"
"Aavas Financiers Ltd","Home Financing","13675.67","27.87","13.22","3.62","6.77","36.89","-","-","14.07","62.04"
"Jaiprakash Power Ventures Ltd","Renewable Energy","13638.38","13.35","16.34","1.19","1.91","7.81","7.08","-","1744.01","1.49"
"Redington Ltd","Technology Hardware","13609.13","11.17","-21.02","1.73","0.15","6.71","12.61","3.56","-12.51","15.59"
"Westlife Foodworld Ltd","Restaurants & Cafes","13570.91","196.03","4.51","23.07","5.63","38.47","39.97","0.40","-37.96","4.44"
"Vardhman Textiles Ltd","Textiles","13520.37","21.41","1.24","1.47","1.37","11.24","-","-","-20.61","22.20"
"IIFL Securities Ltd","Diversified Financials","13369.43","26.09","215.28","7.48","5.99","12.63","-","0.69","104.55","16.71"
"Deepak Fertilisers and Petrochemicals Corp Ltd","Fertilizers & Agro Chemicals","13058.04","29.51","86.40","2.40","1.48","11.80","17.84","0.82","-64.25","35.05"
"Nuvoco Vistas Corporation Ltd","Cement","12932.62","87.76","11.96","1.44","1.20","10.40","8.12","-","829.19","4.13"
"Cube Highways Trust","Roads","12906.89","-18.28","0.00","1.00","4.20","15.84","6.90","-","-","-4.88"
"Balrampur Chini Mills Ltd","Sugar","12884.72","24.11","73.13","3.79","2.22","15.01","72.46","0.47","89.15","26.49"
"Marksans Pharma Ltd","Pharmaceuticals","12831.33","40.90","65.33","6.15","5.76","24.35","55.69","-","12.10","6.92"
"Genus Power Infrastructures Ltd","Electronic Equipments","12781.71","147.48","46.83","8.14","9.95","57.24","-","-","171.75","3.42"
"Usha Martin Ltd","Iron & Steel","12767.17","30.11","17.76","5.36","3.89","19.91","28.77","0.66","21.08","13.88"
"RedTape","Retail - Apparel","12753.96","72.37","33.96","19.67","6.87","39.79","151.17","-","-37.99","12.75"
"Transformers and Rectifiers (India) Ltd","Heavy Electrical Equipments","12724.78","285.95","30.99","22.60","9.78","92.60","436.68","0.02","5.26","3.23"
"Maharashtra Scooters Ltd","Two Wheelers","12672.51","63.58","54.20","0.47","56.69","61.98","61.51","1.53","2.06","174.40"
"Zydus Wellness Ltd","FMCG - Foods","12644.34","47.37","20.45","2.36","5.40","41.11","51.32","0.25","-14.01","41.94"
"RHI Magnesita India Ltd","Cement","12571.81","-125.14","-4.88","3.27","3.32","55.95","46.46","-","80.93","-5.09"
"Godawari Power and Ispat Ltd","Iron & Steel","12556.66","13.42","10.42","2.76","2.25","8.10","12.02","0.54","18.11","13.74"
"Minda Corporation Ltd","Auto Parts","12498.12","55.01","32.93","6.31","2.68","23.62","43.58","0.27","-20.14","9.50"
"Tega Industries Ltd","Industrial Machinery","12380.59","63.86","28.62","10.39","8.15","35.97","49.10","0.11","5.16","29.18"
"RBL Bank Ltd","Private Banks","12302.53","9.76","-16.54","0.83","0.80","-","2.48","0.74","36.38","20.92"
"TTK Prestige Ltd","Home Electronics & Appliances","12301.98","53.84","30.41","5.89","4.20","30.19","42.58","0.68","-10.11","16.48"
"MMTC Ltd","Commodities Trading","12256.50","63.78","16.00","7.54","32.20","53.87","-","-","-87.70","1.28"
"Aether Industries Ltd","Specialty Chemicals","12256.27","148.58","9.78","5.94","19.20","75.36","-","-","-41.64","6.42"
"Symphony Ltd","Home Electronics & Appliances","12252.35","82.71","84.56","16.36","10.15","55.96","75.84","0.73","28.15","21.33"
"Zee Entertainment Enterprises Ltd","TV Channels & Broadcasters","12079.49","85.43","-8.52","1.13","1.38","16.41","93.64","0.80","195.39","1.47"
"Intellect Design Arena Ltd","Software Services","12035.48","37.47","-15.08","4.91","4.69","19.91","29.34","0.40","19.19","23.57"
"Safari Industries (India) Ltd","Apparel & Accessories","12021.74","68.38","20.72","14.60","7.69","40.50","55.42","0.16","34.72","36.55"
"Electrosteel Castings Ltd","Building Products - Pipes","12020.60","16.25","1.31","2.35","1.59","10.78","14.92","0.72","129.74","12.20"
"Happiest Minds Technologies Ltd","IT Services & Consulting","12016.88","48.38","-1.56","8.12","6.96","25.72","56.53","0.71","5.05","16.98"
"Jubilant Ingrevia Ltd","Specialty Chemicals","11911.72","65.13","41.90","4.35","2.86","27.54","27.70","0.67","-40.59","11.48"
"PNC Infratech Ltd","Construction & Engineering","11780.28","12.95","4.97","2.27","1.35","8.59","-","-","38.12","35.45"
"CE Info Systems Ltd","Software Services","11727.48","87.54","10.58","17.78","28.08","59.47","155.29","0.16","23.94","24.87"
"Vesuvius India Ltd","Industrial Machinery","11721.49","55.05","65.10","9.82","7.16","35.02","142.29","0.22","82.34","104.92"
"CEAT Ltd","Tires & Rubber","11697.16","18.20","18.73","2.89","0.98","8.22","6.80","1.04","245.20","158.87"
"Tanla Platforms Ltd","Software Services","11531.75","21.03","-11.58","5.94","2.90","14.07","19.55","1.40","23.07","40.79"
"Powergrid Infrastructure Investment Trust","Power Transmission & Distribution","11516.95","12.43","-9.69","1.41","8.84","8.34","9.36","2.37","574.94","10.18"
"Alkyl Amines Chemicals Ltd","Specialty Chemicals","11507.14","77.30","9.20","9.08","7.91","43.19","41.85","0.44","-34.93","29.13"
"Alok Industries Ltd","Textiles","11474.67","-13.55","-18.50","-0.71","2.07","475.42","-","-","3.82","-1.71"
"Can Fin Homes Ltd","Home Financing","11419.30","15.21","12.99","2.63","3.24","44.14","-","0.70","20.84","56.38"
"Graphite India Ltd","Electrical Components & Equipments","11397.24","14.10","-14.51","2.03","2.71","7.95","16.75","1.89","305.37","41.36"
"Mrs. Bectors Food Specialities Ltd","FMCG - Foods","11372.47","81.02","75.87","17.16","6.92","43.88","74.13","-","55.84","23.87"
"City Union Bank Ltd","Private Banks","11355.98","11.18","1.11","1.35","1.89","3.38","26.03","0.98","8.27","13.72"
"Raymond Ltd","Apparel & Accessories","11333.04","6.92","47.53","2.24","1.10","5.68","21.25","0.59","209.68","148.59"
"Gujarat Mineral Development Corporation Ltd","Mining - Diversified","11241.30","18.21","-6.67","1.84","4.10","11.93","103.51","-","-48.75","19.41"
"India Cements Ltd","Cement","11230.67","-49.40","63.25","2.01","2.15","66.98","32.66","-","-79.18","-7.34"
"Metropolis Healthcare Ltd","Hospitals & Diagnostic Centres","11216.27","87.75","26.78","10.20","9.22","38.01","42.47","0.18","-10.59","24.96"
"Sapphire Foods India Ltd","Restaurants & Cafes","11201.86","212.16","15.60","8.36","4.26","24.66","24.96","-","-77.40","1.66"
"shipping corporation of India Ltd","Logistics","11160.54","16.44","11.92","1.48","2.09","7.48","11.23","0.21","-10.70","14.58"
"Sanofi Consumer Healthcare India Ltd","Pharmaceuticals","11100.18","67.36","-1.63","-","20.96","50.18","-","-","-","71.54"
"Kirloskar Ferrous Industries Ltd","Iron & Steel","11092.88","37.25","8.97","3.43","1.80","15.10","19.71","-","-32.06","21.40"
"Va Tech Wabag Ltd","Water Management","11056.84","45.02","99.69","6.06","3.81","26.47","82.82","-","1789.23","39.49"
"Reliance Infrastructure Ltd","Power Infrastructure","10997.96","-6.84","44.45","0.79","0.46","7.09","2.68","-","58.94","-42.98"
"Edelweiss Financial Services Ltd","Diversified Financials","10933.90","25.99","67.70","1.81","1.14","51.90","3.78","-","60.12","3.23"
"Quess Corp Ltd","Employment Services","10862.31","39.10","20.44","3.66","0.57","16.10","20.52","1.37","23.59","18.73"
"JK Tyre & Industries Ltd","Tires & Rubber","10855.30","13.81","-1.38","2.36","0.72","7.07","6.73","1.08","190.98","31.02"
"KPI Green Energy Ltd","Renewable Energy","10832.26","67.00","-7.26","12.96","10.51","34.06","-","0.03","39.62","14.12"
"Bharat 22 ETF","Equity","10739.05","-","14.15","-","-","-","-","0.00","-","-"
"Home First Finance Company India Ltd","Home Financing","10708.13","35.02","32.87","5.05","9.26","41.75","-","-","33.25","34.64"
"Jammu and Kashmir Bank Ltd","Private Banks","10693.58","6.04","-26.48","0.88","0.89","0.96","-","2.21","38.20","16.61"
"Prudent Corporate Advisory Services Ltd","Asset Management","10658.70","76.81","94.01","22.14","12.92","50.06","71.25","-","18.93","33.51"
"Nippon India ETF Nifty Bank BeES","Equity","10625.95","-","11.30","-","-","-","-","0.00","-","-"
"Bengal & Assam Company Ltd","Diversified Financials","10623.58","2.73","16.66","1.15","0.67","2.50","5.85","0.43","315.01","3444.98"
"JSW Holdings Ltd","Asset Management","10586.70","68.06","38.54","0.42","62.44","67.19","92.07","-","-53.08","140.18"
"ELANTAS Beck India Ltd","Electrical Components & Equipments","10578.78","77.05","35.06","14.45","14.44","51.02","79.29","0.04","40.41","173.18"
"LS Industries Ltd","Textiles","10563.55","-3191.40","453.13","172.86","18213.02","-","-","-","62.47","-0.04"
"Engineers India Ltd","Construction & Engineering","10556.84","23.71","-9.64","4.68","3.02","17.79","47.56","1.60","28.58","7.92"
"Senco Gold Ltd","Precious Metals Jewellery & Watches","10545.38","58.26","43.62","7.72","2.00","27.29","-","0.15","-6.75","27.11"
"Galaxy Surfactants Ltd","Specialty Chemicals","10536.09","34.95","13.47","4.83","2.75","20.67","20.32","0.74","-20.87","85.03"
"INOX India Ltd","Sea-Borne Tankers","10531.29","53.73","-12.31","16.23","9.06","36.54","83.85","0.95","26.66","21.59"
"Saregama India Ltd","Movies & TV Serials","10515.38","53.22","26.01","7.14","12.13","31.80","112.77","0.73","505.57","9.91"
"Happy Forgings Ltd","Auto Truck & Motorcycle Parts","10442.61","42.98","20.19","6.48","7.61","26.11","55.25","0.36","13.44","26.45"
"Isgec Heavy Engineering Ltd","Heavy Machinery","10433.84","42.82","45.98","3.98","1.67","20.45","14.19","0.28","24.01","33.14"
"Time Technoplast Ltd","Plastic Products","10294.64","33.16","74.66","3.93","2.06","15.65","25.34","-","41.49","13.70"
"Vijaya Diagnostic Centre Ltd","Hospitals & Diagnostic Centres","10276.08","86.48","47.23","15.57","18.07","43.21","56.06","0.10","40.15","11.63"
"Sammaan Capital Ltd","Home Financing","10273.98","8.46","-13.78","0.52","1.19","31.40","-","-","-12.61","19.69"
"Power Mech Projects Ltd","Construction & Engineering","10222.65","41.21","26.73","5.56","2.41","19.49","49.96","0.03","14.35","80.77"
"P N Gadgil Jewellers Ltd","Precious Metals Jewellery & Watches","10184.23","65.98","-5.61","19.06","1.66","38.06","1611.43","-","32.45","17.82"
"Just Dial Ltd","Online Services","10157.21","27.99","18.85","2.52","7.53","10.76","39.20","-","121.15","42.86"
"Gujarat Pipavav Port Ltd","Ports","10144.02","29.66","2.54","4.39","9.46","15.19","20.75","3.48","9.22","7.07"
"Bajaj Electricals Ltd","Home Electronics & Appliances","10096.56","77.03","-8.53","7.01","2.14","29.31","28.54","0.34","-35.81","10.70"
"Cera Sanitaryware Ltd","Building Products - Ceramics","10081.93","42.19","9.58","7.42","5.20","25.82","42.71","0.77","14.14","183.76"
"ITD Cementation India Ltd","Construction & Engineering","9998.90","36.53","65.43","6.67","1.28","12.36","14.20","0.29","120.31","15.93"
"Latent View Analytics Ltd","IT Services & Consulting","9984.71","62.94","-5.70","7.26","13.98","44.03","86.55","-","0.70","7.72"
"Lemon Tree Hotels Ltd","Hotels Resorts & Cruise Lines","9960.88","67.09","-8.25","6.44","9.19","23.89","21.42","-","29.52","1.88"
"HEG Ltd","Electrical Components & Equipments","9920.59","31.83","0.92","2.24","3.79","16.19","16.20","0.88","-41.46","16.15"
"Shriram Pistons & Rings Ltd","Auto Parts","9896.89","22.36","9.24","4.90","3.12","13.07","20.33","0.45","126.20","100.46"
"ESAB India Ltd","Industrial Machinery","9854.00","60.46","26.52","32.20","7.88","41.71","69.87","1.34","20.12","105.88"
"Tips Music Ltd","Movies & TV Serials","9843.70","77.41","69.84","54.84","38.46","55.69","42.26","0.78","80.98","9.90"
"Route Mobile Ltd","IT Services & Consulting","9811.48","26.16","0.86","4.52","2.38","16.53","-","0.70","14.76","59.90"
"Bharat Global Developers Ltd","-","9799.90","2934.10","402.29","96.99","380.14","2094.70","-","-","-","0.68"
"Rattanindia Enterprises Ltd","Power Trading & Consultancy","9776.68","22.94","-2.31","11.57","1.58","18.51","-","-","249.73","3.08"
"Brookfield India Real Estate Trust","Real Estate","9717.19","411.92","14.50","0.79","5.24","17.54","6.78","8.02","-84.44","0.61"
"Kirloskar Pneumatic Company Ltd","Industrial Machinery","9681.45","72.64","92.87","10.47","7.21","43.81","52.79","0.43","22.44","20.60"
"Rashtriya Chemicals and Fertilizers Ltd","Fertilizers & Agro Chemicals","9661.16","42.89","24.23","2.10","0.56","17.40","-","-","-76.69","4.08"
"Puravankara Ltd","Real Estate","9656.74","228.51","18.76","5.11","4.27","22.73","10.77","1.55","-36.43","1.78"
"Sansera Engineering Ltd","Auto Parts","9633.62","51.86","45.91","7.07","3.42","21.64","25.73","-","25.33","34.87"
"Sheela Foam Ltd","Home Furnishing","9631.13","52.79","-3.80","3.23","3.08","25.25","23.72","-","30.14","17.69"
"Valor Estate Ltd","Real Estate","9607.30","7.28","-15.34","1.87","5.59","7.45","40.59","-","1102.60","29.65"
"Max Estates Ltd","Real Estate","9602.34","-227.76","107.48","6.62","79.84","16144.28","35.47","-","-217.43","-5.73"
"India Grid Trust","Power Transmission & Distribution","9591.90","33.61","7.66","1.78","3.21","10.73","3.60","2.90","-40.88","3.85"
"Diamond Power Infrastructure Ltd","Electrical Components & Equipments","9579.81","562.86","173.36","-9.84","27.84","229.07","349.12","-","221.39","3.23"
"Arvind Ltd","Apparel & Accessories","9574.10","28.44","16.21","2.64","1.23","11.95","13.75","1.30","-16.96","12.87"
"Choice International Ltd","Investment Banking & Brokerage","9570.19","73.13","58.92","14.95","12.60","51.48","-","-","444.22","6.57"
"CMS Info Systems Ltd","Software Services","9564.16","27.55","53.59","4.91","4.16","14.00","21.74","0.98","13.25","21.89"
"HG Infra Engineering Ltd","Construction & Engineering","9561.25","17.75","39.69","3.89","1.77","9.90","-","0.10","9.20","82.64"
"Shree Renuka Sugars Ltd","Sugar","9561.18","-15.25","2.96","-6.65","0.84","21.18","10.47","-","-218.41","-2.95"
"JK Lakshmi Cement Ltd","Cement","9491.86","20.12","1.94","2.83","1.38","9.84","10.56","0.81","31.57","40.09"
"Aurionpro Solutions Ltd","IT Services & Consulting","9478.85","67.24","48.53","10.02","10.57","45.97","57.93","0.07","39.02","29.67"
"SBFC Finance Ltd","Specialized Finance","9466.88","39.93","-0.82","3.41","9.28","39.37","-","-","36.68","2.41"
"Triveni Engineering and Industries Ltd","Sugar","9464.05","23.95","28.24","3.26","1.79","15.70","94.40","1.33","-76.79","18.05"
"GMR Power and Urban Infra Ltd","Power Generation","9452.28","-91.74","146.88","-3.17","1.79","13.21","5.59","-","-108.71","-1.71"
"Eureka Forbes Ltd","Household Appliances","9435.98","98.66","22.95","2.23","4.29","48.49","48.52","-","259.95","4.94"
"Gujarat Narmada Valley Fertilizers & Chemicals Ltd","Fertilizers & Agro Chemicals","9392.45","18.90","-4.57","1.13","1.12","7.42","300.27","2.58","-65.27","32.88"
"Garware Hi-Tech Films Ltd","Commodity Chemicals","9372.41","46.10","134.59","4.58","5.46","27.98","54.46","0.25","22.36","87.51"
"Thomas Cook (India) Ltd","Tour & Travel Services","9369.40","36.17","-1.60","4.61","1.26","14.81","11.30","0.30","3789.98","5.51"
"Allied Blenders and Distillers Ltd","Alcoholic Beverages","9361.90","5115.79","4.20","23.01","2.81","41.49","50.42","-","12.37","0.07"
"Birla Corporation Ltd","Cement","9279.91","22.07","-16.79","1.39","0.95","8.13","5.73","0.83","938.42","54.61"
"Prism Johnson Ltd","Cement","9274.85","51.21","11.15","5.61","1.16","14.06","19.62","-","275.44","3.60"
"HMT Ltd","Industrial Machinery","9253.44","3.63","29.88","-2.15","3.19","4.87","89.90","-","2175.11","71.73"
"IFB Industries Ltd","Auto Parts","9242.54","183.53","51.54","12.88","1.63","39.92","26.36","-","237.08","12.43"
"Campus Activewear Ltd","Apparel & Accessories","9229.37","103.19","25.69","14.16","6.35","43.57","34.90","-","-23.75","2.93"
"Mastek Ltd","IT Services & Consulting","9216.14","30.69","8.00","4.42","3.00","17.82","21.92","0.64","1.09","98.68"
"National Standard (India) Ltd","Real Estate","9180.00","622.80","8.36","35.42","242.28","460.10","-","-","78.45","7.37"
"Azad Engineering Ltd","Renewable Energy Equipment & Services","9162.22","156.43","24.43","14.20","24.58","61.53","-","-","90.02","16.97"
"Epigral Ltd","Commodity Chemicals","9156.20","46.75","70.46","6.99","4.73","20.62","23.03","0.23","-44.56","47.14"
"Force Motors Ltd","Four Wheelers","9141.82","23.56","-14.34","4.05","1.30","9.87","9.01","0.29","190.40","294.54"
"Lloyds Engineering Works Ltd","Industrial Machinery","9104.95","114.04","42.98","22.14","14.41","83.50","-","0.25","95.74","0.74"
"Shakti Pumps (India) Ltd","Industrial Machinery","9030.12","63.72","202.58","11.95","6.57","39.03","166.06","-","462.25","73.78"
"Keystone Realtors Ltd","Real Estate","9018.13","80.37","6.15","5.02","3.91","50.80","49.17","-","28.59","9.85"
"Religare Enterprises Ltd","Investment Banking & Brokerage","8944.39","38.40","22.05","3.34","1.37","18.47","5.94","-","-92.57","7.13"
"F D C Ltd","Pharmaceuticals","8899.20","29.16","19.33","4.24","4.35","19.18","40.31","-","60.16","18.57"
"Blue Jet Healthcare Ltd","Pharmaceuticals","8896.17","54.32","31.58","10.53","12.01","34.54","36.87","-","2.32","9.44"
"KNR Constructions Ltd","Construction & Engineering","8881.39","11.42","20.68","2.54","1.93","7.96","-","-","69.73","27.64"
"Jupiter Life Line Hospitals Ltd","Hospitals & Diagnostic Centres","8846.82","50.09","10.02","7.57","8.08","32.29","77.25","0.07","113.09","28.93"
"CCL Products (India) Ltd","Tea & Coffee","8816.18","35.25","13.60","5.27","3.31","22.74","159.19","0.68","-11.94","18.80"
"V-mart Retail Ltd","Retail - Department Stores","8785.59","-90.80","106.95","11.76","3.13","43.35","22.77","-","-1131.76","-48.93"
"Varroc Engineering Ltd","Auto Parts","8766.12","16.67","12.54","5.74","1.15","12.08","13.73","-","164.16","34.43"
"Balu Forge Industries Ltd","Construction & Engineering","8763.01","93.55","273.18","15.85","15.37","67.33","-","-","114.43","10.07"
"Rategain Travel Technologies Ltd","Software Services","8756.41","60.22","12.65","6.04","8.77","35.34","57.68","-","102.70","12.86"
"PC Jeweller Ltd","Precious Metals Jewellery & Watches","8665.55","-13.77","223.11","2.96","12.94","-","135.70","-","-209.72","-13.52"
"Procter & Gamble Health Ltd","Pharmaceuticals","8643.30","43.01","11.05","11.51","7.41","27.25","36.62","-","-3.62","133.24"
"Kotak Nifty Bank ETF","Equity","8642.35","-","11.84","-","-","-","-","0.00","-","-"
"Juniper Hotels Ltd","Hotels Resorts & Cruise Lines","8633.09","362.89","-18.46","3.25","10.45","29.61","26.39","-","1336.47","1.30"
"Gallantt Ispat Ltd","Iron & Steel","8633.03","38.31","51.35","3.52","2.04","19.86","25.07","-","59.94","9.34"
"Karnataka Bank Ltd","Private Banks","8601.17","6.58","-1.37","0.79","0.89","0.37","23.75","2.41","0.14","37.89"
"Sunteck Realty Ltd","Real Estate","8567.99","120.80","35.01","2.74","13.81","51.12","78.61","-","4859.85","4.94"
"Network18 Media & Investments Ltd","Movies & TV Serials","8566.13","-41.52","-8.74","1.86","0.85","126.90","-","-","-201.01","-2.45"
"EPL Ltd","Packaging","8565.36","40.18","52.09","4.10","2.15","12.93","14.60","1.65","-6.32","6.70"
"Ganesh Housing Corp Ltd","Real Estate","8522.16","18.50","32.61","5.43","9.48","13.17","13.36","1.08","350.96","55.25"
"Gujarat State Fertilizers & Chemicals Ltd","Fertilizers & Agro Chemicals","8460.87","15.00","-5.38","0.66","0.89","6.86","-","-","-55.44","14.15"
"JK Paper Ltd","Paper Products","8450.64","7.53","38.10","1.61","1.17","5.27","6.14","1.70","-6.19","66.22"
"Star Cement Ltd","Cement","8433.63","28.58","-6.64","3.11","2.87","14.56","17.22","-","19.19","7.30"
"Avanti Feeds Ltd","Packaged Foods & Meats","8418.62","23.57","24.49","3.13","1.53","12.27","32.02","1.01","28.15","26.21"
"Shilpa Medicare Ltd","Pharmaceuticals","8398.77","263.53","64.57","4.67","7.20","36.60","62.06","-","197.97","3.67"
"SBI Nifty 50 ETF","Equity","8375.51","-","13.88","-","-","-","-","0.00","-","-"
"BHARAT Bond ETF-April 2023-Growth","Debt","8369.70","-","-","-","-","-","-","0.00","-","-"
"Texmaco Rail & Engineering Ltd","Rail","8352.46","73.78","22.76","3.30","2.34","24.87","87.20","-","288.28","3.14"
"Kama Holdings Ltd","Conglomerates","8320.60","9.52","-3.75","0.68","0.62","7.14","3.91","3.90","-30.12","272.27"
"Garware Technical Fibres Ltd","Textiles","8320.17","39.96","28.99","6.74","6.08","25.83","38.03","0.07","21.62","102.16"
"Rajesh Exports Ltd","Precious Metals Jewellery & Watches","8293.85","24.72","-4.26","0.54","0.03","11.70","26.24","-","-76.57","11.36"
"RattanIndia Power Ltd","Power Generation","8275.33","0.93","74.97","1.75","0.56","0.95","6.34","-","575.80","16.57"
"TVS Supply Chain Solutions Ltd","Logistics","8238.31","-81.40","16.27","4.47","0.89","14.14","64.57","-","-329.35","-2.51"
"ASK Automotive Ltd","Auto Parts","8236.62","47.40","37.24","10.08","2.73","26.17","27.16","0.24","42.67","8.81"
"Shoppers Stop Ltd","Retail - Department Stores","8224.72","106.47","5.76","27.29","1.88","14.35","14.65","-","-33.55","7.04"
"Transport Corporation of India Ltd","Logistics","8214.20","23.42","23.52","4.03","1.98","15.13","27.44","0.66","10.25","45.17"
"Archean Chemical Industries Ltd","Commodity Chemicals","8198.07","25.70","-0.17","4.82","5.97","15.61","21.61","0.45","-25.78","25.89"
"Equinox India Developments Ltd","Real Estate","8188.75","-7.88","-1.40","2.96","17.47","-","-","-","-56.83","-19.20"
"Ion Exchange (India) Ltd","Environmental Services","8124.47","41.45","20.76","7.97","3.39","23.98","62.52","0.26","-0.38","13.77"
"Maharashtra Seamless Ltd","Building Products - Pipes","8119.68","8.54","-29.97","1.42","1.46","5.19","7.80","1.65","24.39","70.99"
"Equitas Small Finance Bank Ltd","Private Banks","8113.47","10.16","-28.88","1.36","1.29","3.79","-","1.40","46.56","7.12"
"Electronics Mart India Ltd","Home Electronics & Appliances","8103.19","44.05","4.90","5.92","1.29","20.86","50.70","-","33.31","4.78"
"MedPlus Health Services Ltd","Online Services","8073.31","123.26","-2.07","5.12","1.43","22.69","56.17","-","31.48","5.48"
"Black Box Ltd","Software Services","8044.07","58.43","83.73","16.73","1.28","20.71","59.90","-","7282.78","8.20"
"Infibeam Avenues Ltd","IT Services & Consulting","8025.04","50.75","-10.44","2.32","2.51","26.49","11.15","0.17","11.09","0.55"
