Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Heranba Industries Ltd","Fertilizers & Agro Chemicals","1918.65","54.99","48.83","2.25","1.51","22.65","17.90","0.26","-66.57","8.72"
"Praveg Ltd","Advertising","1911.10","147.01","-23.36","6.64","20.21","58.17","112.15","-","-60.37","5.72"
"Yatra Online Ltd","Online Services","1908.10","-423.08","-18.88","2.55","4.26","39.14","-","-","-149.30","-0.33"
"HDFC Gold Exchange Traded Fund","Gold","1906.09","-","5.12","-","-","-","-","0.00","-","-"
"Talbros Automotive Components Ltd","Auto Parts","1905.24","17.33","3.58","3.55","2.24","10.75","28.54","-","97.86","5.94"
"GKW Ltd","Logistics","1905.13","137.46","17.94","0.81","48.72","87.39","138.15","-","58.40","23.23"
"ICICI Prudential Gold ETF","Gold","1905.05","-","5.44","-","-","-","-","0.00","-","-"
"Nippon India ETF Nifty Next 50 Junior BeES","Equity","1901.11","-","20.20","-","-","-","-","0.00","-","-"
"NDR Auto Components Ltd","Auto Parts","1894.26","48.93","102.54","7.47","3.09","28.18","69.11","0.24","37.76","16.27"
"Bigbloc Construction Ltd","Building Products - Granite","1894.14","61.30","19.86","17.44","7.66","33.83","95.04","0.15","1.91","2.18"
"Wheels India Ltd","Auto Parts","1893.92","30.17","35.69","2.23","0.38","9.48","5.75","0.95","12.54","25.89"
"Lotus Chocolate Company Ltd","FMCG - Foods","1890.65","-4501.55","291.58","51.33","13.03","6506.66","-","-","93.96","-0.33"
"TAJ GVK Hotels and Resorts Ltd","Hotels Resorts & Cruise Lines","1883.87","20.32","-16.52","3.44","4.58","14.54","15.22","0.50","-0.64","14.78"
"G M Breweries Ltd","Alcoholic Beverages","1883.50","12.43","35.29","2.29","2.71","9.96","31.78","0.68","51.76","66.32"
"Matrimony.Com Ltd","Online Services","1879.36","37.93","45.66","6.45","3.70","16.28","30.71","0.59","7.67","22.26"
"Beta Drugs Ltd","Pharmaceuticals","1865.03","51.19","37.11","11.87","6.28","30.17","60.30","-","18.63","37.89"
"Cropster Agro Ltd","-","1861.16","174.76","59.89","31.79","30.61","167.50","-","-","198.85","8.47"
"Divgi TorqTransfer Systems Ltd","Industrial Machinery","1860.36","46.83","-24.46","3.21","6.82","21.95","57.31","0.43","-26.19","12.99"
"Camlin Fine Sciences Ltd","Specialty Chemicals","1850.99","-19.95","2.92","2.16","1.14","49.31","13.32","-","-272.26","-5.72"
"Eco Recycling Ltd","Business Support Services","1846.70","103.57","56.83","27.35","52.36","77.61","-","-","188.05","9.24"
"Veranda Learning Solutions Ltd","Education Services","1842.03","-23.11","42.54","4.88","4.98","38.18","69.04","-","16.02","-12.95"
"Fedders Holding Ltd","Investment Banking & Brokerage","1841.13","19.66","18.01","4.43","3.17","19.46","-","-","35.01","7.99"
"GNA Axles Ltd","Auto Parts","1833.15","18.34","3.94","2.29","1.22","10.09","18.63","0.47","-23.23","23.28"
"Suratwwala Business Group Ltd","Real Estate","1831.62","65.91","23.13","30.93","25.23","47.57","6315.95","-","31.27","1.60"
"GRP Ltd","Tires & Rubber","1830.64","80.86","114.84","10.98","3.95","38.89","67.78","0.27","62.53","42.45"
"Hind Rectifiers Ltd","Electrical Components & Equipments","1830.15","146.53","73.30","14.70","3.53","50.98","53.99","0.11","292.79","7.29"
"Abans Holdings Ltd","Investment Banking & Brokerage","1828.63","22.37","-17.14","1.80","1.32","17.17","41.02","-","21.41","16.30"
"Reliance Industrial Infrastructure Ltd","Oil & Gas - Storage & Transportation","1815.93","136.43","-3.29","3.85","21.16","81.80","894.54","0.29","-24.20","8.81"
"Brightcom Group Ltd","Advertising","1810.62","1.32","-39.80","0.34","0.24","0.49","6.30","1.11","14.51","6.79"
"Sadhana Nitro Chem Ltd","Specialty Chemicals","1810.11","443.66","1.08","7.99","9.33","45.06","-","0.20","26.63","0.13"
"Suryoday Small Finance Bank Ltd","Private Banks","1809.61","8.38","-17.67","1.00","1.00","1.86","1.94","-","177.94","20.34"
"India Power Corporation Ltd","Power Generation","1807.35","105.14","7.07","1.78","2.60","22.49","21.35","-","8.45","0.18"
"Balmer Lawrie Investments Ltd","Conglomerates","1806.86","10.75","20.21","0.91","0.74","5.05","6.72","-","175.35","13.76"
"Sirca Paints India Ltd","Paints","1804.31","35.08","1.13","5.85","5.67","23.12","55.69","0.46","11.56","9.38"
"GPT Infraprojects Ltd","Construction & Engineering","1790.97","30.96","61.41","5.95","1.75","15.42","15.79","0.97","84.20","4.97"
"5Paisa Capital Ltd","Diversified Financials","1781.62","32.73","-4.73","3.30","4.51","5.89","-","-","21.36","17.61"
"Bombay Super Hybrid Seeds Ltd","Seeds","1781.52","80.18","-23.65","22.76","6.91","62.10","154.38","-","627.87","2.12"
"Atul Auto Ltd","Three Wheelers","1779.97","198.21","28.62","3.84","3.36","44.09","-","-","99.25","3.48"
"Wealth First Portfolio Managers Ltd","Diversified Financials","1779.44","41.67","120.78","15.04","26.57","31.79","114.73","0.42","208.97","40.08"
"ASM Technologies Ltd","IT Services & Consulting","1778.85","-415.62","53.23","13.08","8.61","167.58","-","0.07","-141.17","-3.88"
"GTPL Hathway Ltd","Cable & D2H","1778.04","16.62","-14.84","1.38","0.55","3.91","3.91","-","-6.09","9.52"
"Jyoti Resins and Adhesives Ltd","Commodity Chemicals","1774.80","26.44","7.36","10.68","6.72","18.34","66.08","-","44.53","55.93"
"Eimco Elecon (India) Ltd","Industrial Machinery","1771.96","45.97","58.86","4.59","7.26","31.12","152.89","0.16","97.39","66.83"
"Walchandnagar Industries Ltd","Industrial Machinery","1764.51","-42.18","37.79","4.88","5.45","84.04","164.14","-","-277.10","-8.25"
"DEE Development Engineers Ltd","Iron & Steel","1759.84","67.14","-25.27","3.90","2.18","17.17","17.10","-","102.01","4.94"
"Suyog Telematics Ltd","Construction & Engineering","1755.35","27.73","46.54","5.88","10.07","15.22","24.39","-","35.53","59.87"
"Vertoz Ltd","Advertising","1754.89","111.14","-51.72","11.06","11.18","75.54","245.78","-","-36.59","0.29"
"Jindal Drilling and Industries Ltd","Oil & Gas - Equipment & Services","1748.57","34.19","-14.18","1.28","2.71","11.20","-","0.08","-47.21","17.65"
"Kokuyo Camlin Ltd","Stationery","1747.39","39.86","35.76","5.90","2.13","22.10","92.75","0.29","79.38","4.37"
"Rane (Madras) Ltd","Auto Parts","1742.58","577.01","43.08","6.81","0.78","53.64","14.51","-","-89.94","1.86"
"Udaipur Cement Works Ltd","Cement","1742.15","28.37","-16.05","1.95","1.47","14.15","13.60","-","42.39","1.28"
"Monte Carlo Fashions Ltd","Apparel & Accessories","1741.49","29.05","32.27","2.19","1.42","11.61","21.38","2.38","-54.77","28.91"
"VL E-Governance & IT Solutions Ltd","IT Services & Consulting","1730.29","-10.18","158.22","0.71","77.07","-","-","-","-2985.05","-16.04"
"Irm Energy Ltd","Gas Distribution","1721.22","20.09","-11.84","1.80","1.88","8.25","14.31","0.36","13.44","24.02"
"Swelect Energy Systems Ltd","Electrical Components & Equipments","1717.64","27.70","-5.53","2.00","5.34","11.05","19.18","0.35","1019.13","40.90"
"Bharat Wire Ropes Ltd","Iron & Steel","1716.70","17.85","-15.77","2.60","2.76","11.18","20.14","-","49.85","14.15"
"I G Petrochemicals Ltd","Specialty Chemicals","1712.81","43.35","13.37","1.37","0.80","13.30","46.06","1.35","-80.25","12.83"
"Peninsula Land Ltd","Real Estate","1712.35","13.30","6.39","7.19","2.66","10.77","9.51","-","26.17","4.27"
"Mufin Green Finance Ltd","Specialized Finance","1707.71","106.27","-9.15","7.00","17.35","89.11","-","-","84.53","0.69"
"Sigachi Industries Ltd","Commodity Chemicals","1703.25","29.79","-20.38","3.86","4.15","20.47","132.14","0.19","259434883527532740.00","1.80"
"Sportking India Ltd","Textiles","1701.09","24.18","39.04","1.89","0.71","10.54","-","0.38","199.68","5.35"
"Associated Alcohols & Breweries Ltd","Alcoholic Beverages","1700.44","33.58","68.35","4.02","2.21","20.44","59.83","0.21","21.85","28.01"
"Renaissance Global Ltd","Precious Metals Jewellery & Watches","1700.37","23.50","54.53","1.48","0.80","12.44","-","-","147.08","7.60"
"Dynacons Systems and Solutions Ltd","IT Services & Consulting","1694.72","31.49","5.34","10.75","1.65","19.92","57.94","-","51.76","42.37"
"Aaswa Trading and Exports Ltd","Textiles","1693.55","83.43","4.85","8.87","21.70","49.03","2199.42","-","65.89","18.66"
"Filatex India Ltd","Textiles","1692.30","15.29","-1.83","1.41","0.39","7.22","10.08","-","86.55","2.50"
"Roto Pumps Ltd","Industrial Machinery","1691.61","43.19","43.75","8.63","6.06","24.24","43.78","-","77.88","12.47"
"Dcm Shriram Industries Ltd","Packaged Foods & Meats","1687.82","14.63","2.12","2.07","0.80","8.71","22.02","1.03","91.81","13.26"
"Chaman Lal Setia Exports Ltd","Packaged Foods & Meats","1684.21","14.57","54.23","2.36","1.23","10.45","-","-","-1.73","22.35"
"SMC Global Securities Ltd","Investment Banking & Brokerage","1683.37","8.99","17.78","1.53","1.02","2.87","-","1.49","62.27","17.89"
"Sat Industries Ltd","Commodities Trading","1672.87","6.49","45.25","2.32","2.15","4.19","-","0.20","502.34","22.81"
"Agarwal Industrial Corporation Ltd","Commodity Chemicals","1672.43","15.31","37.70","3.27","0.79","10.86","14.90","0.27","11.50","73.03"
"Oriental Aromatics Ltd","Specialty Chemicals","1670.73","183.60","68.97","2.64","1.97","34.39","11.78","0.10","-53.90","2.70"
"Jaykay Enterprises Ltd","Investment Banking & Brokerage","1668.38","194.00","90.48","8.52","25.04","97.86","-","-","9.42","0.88"
"BCL Industries Ltd","FMCG - Foods","1664.72","18.44","-2.47","2.47","0.78","10.86","42.49","0.41","28.05","3.51"
"Bajaj Steel Industries Ltd","Industrial Machinery","1659.76","28.12","165.44","5.00","2.93","16.76","29.99","0.09","-12.58","113.50"
"Southern Petrochemical Industries Corporation Ltd","Fertilizers & Agro Chemicals","1658.45","14.67","5.24","1.54","0.82","7.82","7.29","1.84","-62.40","5.55"
"Alldigi Tech Ltd","IT Services & Consulting","1657.93","25.91","52.18","6.75","3.48","12.75","18.25","4.14","30.99","42.00"
"Paushak Ltd","Specialty Chemicals","1650.12","30.36","4.42","4.04","7.28","17.74","29.45","0.37","0.65","176.34"
"India Nippon Electricals Ltd","Auto Parts","1645.71","27.75","0.44","2.64","2.17","15.87","26.25","1.41","22.95","26.21"
"Borosil Scientific Ltd","Health Care Equipment & Supplies","1643.66","69.79","16.88","4.37","4.11","32.51","54.79","-","-","2.65"
"Zota Health Care Ltd","Pharmaceuticals","1642.61","-114.47","26.31","18.26","9.04","199.19","-","0.16","-144.93","-5.63"
"Vintage Coffee and Beverages Ltd","Tea & Coffee","1640.49","136.94","163.03","9.86","12.44","66.66","-","0.03","176.90","1.27"
"Chemfab Alkalis Ltd","Commodity Chemicals","1638.74","62.26","78.79","4.23","4.88","25.75","52.27","0.11","-59.38","18.53"
"Automobile Corp Of Goa Ltd","Trucks & Buses","1627.55","42.42","22.24","7.43","2.72","29.39","26.70","0.75","37.87","63.02"
"Allied Digital Services Ltd","IT Services & Consulting","1624.17","35.42","114.04","2.62","2.36","18.76","24.02","0.51","556.02","8.33"
"Himatsingka Seide Ltd","Textiles","1623.76","14.39","21.33","1.04","0.57","7.06","5.04","-","276.06","11.46"
"Everest Industries Ltd","Building Products - Prefab Structures","1620.11","90.01","-17.60","2.71","1.01","24.92","8.88","0.24","-57.66","11.42"
"India Motor Parts & Accessories Ltd","Auto Parts","1617.22","21.88","27.52","0.78","2.08","16.50","60.28","2.08","-1.62","59.23"
"Dhunseri Ventures Ltd","Specialty Chemicals","1612.19","10.53","36.29","0.54","2.74","6.09","-","1.09","-71.78","43.71"
"Om Infra Ltd","Construction & Engineering","1605.67","33.98","30.03","2.09","1.39","14.17","26.28","0.30","266.56","4.91"
"Asian Energy Services Ltd","Oil & Gas - Exploration & Production","1605.23","63.02","29.42","5.77","4.84","33.19","-","-","109.69","1.14"
"JG Chemicals Ltd","Commodity Chemicals","1603.69","52.00","85.37","3.95","2.37","28.00","21.11","-","-49.79","8.70"
"Arman Financial Services Ltd","Consumer Finance","1602.59","9.23","-23.60","1.97","2.42","12.21","-","-","65.64","183.00"
"Madras Fertilizers Ltd","Fertilizers & Agro Chemicals","1599.74","287.72","12.66","-8.43","0.70","26.81","9.74","-","-97.00","0.34"
"Kabra Extrusion Technik Ltd","Industrial Machinery","1595.46","47.19","35.71","3.53","2.59","22.95","49.46","0.66","-13.64","9.86"
"Butterfly Gandhimathi Appliances Ltd","Home Electronics & Appliances","1590.03","215.45","6.65","5.44","1.70","49.57","43.15","-","-85.71","4.13"
"Fairchem Organics Ltd","Specialty Chemicals","1588.62","39.23","-7.67","5.48","2.55","23.43","21.33","0.61","-6.94","31.10"
"Amines and Plasticizers Ltd","Commodity Chemicals","1588.15","39.88","88.62","7.22","2.44","22.75","33.90","0.17","74.11","7.24"
"Hexa Tradex Ltd","Commodities Trading","1586.90","17.20","94.13","0.41","11.91","12.57","16.48","-","460.33","16.70"
"Mangalore Chemicals and Fertilisers Ltd","Fertilizers & Agro Chemicals","1583.24","10.23","19.82","1.68","0.41","5.50","3.19","-","14.96","13.06"
"Z F Steering Gear (India) Ltd","Auto Parts","1576.98","36.10","67.39","3.44","3.08","18.96","45.19","0.46","78.03","48.15"
"Panorama Studios International Ltd","Movies & TV Serials","1575.37","41.35","21.78","11.06","3.55","24.50","-","0.08","-1.26","5.91"
"Allcargo Gati Ltd","Logistics","1574.13","108.34","4.16","2.25","0.90","18.89","21.69","-","252.19","1.12"
"Solex Energy Ltd","Industrial Machinery","1572.84","180.17","70.49","34.01","4.27","54.31","919.79","0.03","220.96","8.73"
"Arihant Superstructures Ltd","Real Estate","1567.78","22.65","2.75","4.85","3.07","18.24","-","0.32","62.18","16.82"
"Steelcast Ltd","Iron & Steel","1561.31","20.82","20.23","5.79","3.78","12.75","22.94","0.93","6.32","37.05"
"Yuken India Ltd","Industrial Machinery","1559.55","82.82","22.56","5.58","3.65","32.50","48.02","0.13","88.69","15.06"
"Remus Pharmaceuticals Ltd","Pharmaceuticals","1555.49","72.21","71.37","14.91","7.14","46.81","432.08","-","-","36.56"
"Forbes Precision Tools and Machine Parts Ltd","Industrial Machinery & Supplies & Components","1554.80","52.33","37.66","11.29","6.77","29.51","164.36","-","675.28","11.51"
"Hi-Tech Gears Ltd","Auto Parts","1530.91","13.40","-22.17","3.28","1.28","7.50","13.03","-","394.59","60.87"
"Radhika Jeweltech Ltd","Precious Metals Jewellery & Watches","1525.62","30.80","107.41","5.76","2.80","21.96","-","1.55","733.84","7.00"
"ULTRAMARINE & PIGMENTS Ltd","Commodity Chemicals","1510.52","26.22","29.24","1.68","2.65","14.63","19.35","0.97","-16.76","19.73"
"Ramco Systems Ltd","IT Services & Consulting","1506.87","-6.23","-3.83","4.78","2.84","-","14.52","-","-9.34","-68.49"
"Mishtann Foods Ltd","FMCG - Foods","1504.35","4.35","-29.20","2.73","1.17","4.32","-","-","584.71","3.40"
"Steel Exchange India Ltd","Iron & Steel","1503.03","138.15","-12.83","2.27","1.37","18.76","10.92","-","115.87","0.10"
"Kotak Nifty 50 ETF","Equity","1502.05","-","14.29","-","-","-","-","0.00","-","-"
"Fratelli Vineyards Ltd","-","1484.65","14846.48","143.64","55.34","6.02","343.35","2033.76","-","103.80","0.12"
"Simplex Infrastructures Ltd","Construction & Engineering","1482.28","-20.51","71.86","6.35","1.05","187.86","-","-","84.65","-12.62"
"Western Carriers (India) Ltd","Logistics","1481.72","18.44","-6.74","3.72","0.88","11.35","2002.32","-","12.30","10.21"
"Oriental Rail Infrastructure Ltd","Rail","1481.16","49.34","-10.00","5.17","2.80","23.79","256.26","-","776.68","5.20"
"Spacenet Enterprises India Ltd","Online Services","1478.21","141.73","-4.83","13.47","11.50","130.99","-","-","280.75","0.19"
"Yamuna Syndicate Ltd","Commodities Trading","1475.35","11.87","107.26","1.24","7.75","11.27","-","0.83","37.02","4042.36"
"Likhitha Infrastructure Ltd","Construction & Engineering","1470.10","22.47","20.60","4.73","3.44","13.98","71.47","-","64.84","16.58"
"SPML Infra Ltd","Construction & Engineering","1464.39","-210.10","105.20","3.16","0.65","30.19","2.46","-","-1680.96","-1.35"
"Texmaco Infrastructure & Holdings Ltd","Real Estate","1458.78","272.16","19.48","0.98","56.41","188.58","421.61","0.13","72.35","0.42"
"Punjab Chemicals and Crop Protection Ltd","Diversified Chemicals","1452.95","27.12","8.83","4.40","1.55","13.43","48.61","0.25","-12.31","43.70"
"Kamdhenu Ltd","Iron & Steel","1448.49","28.89","-0.84","6.10","1.96","18.16","14.18","0.37","22.18","18.61"
"Dhunseri Investments Ltd","Asset Management","1446.49","29.61","97.23","0.42","2.56","12.75","10.84","0.11","-83.31","80.12"
"Andhra Sugars Ltd","Commodity Chemicals","1444.13","19.23","-1.28","0.86","0.74","8.32","10.19","-","-59.61","5.54"
"Kopran Ltd","Pharmaceuticals","1440.53","28.27","20.19","2.93","2.29","17.14","33.30","1.00","87.04","10.57"
"GPT Healthcare Ltd","Hospitals & Diagnostic Centres","1440.47","30.15","1.44","6.59","3.55","15.58","20.94","1.99","20.80","5.90"
"Subex Ltd","Software Services","1438.77","-7.50","-13.76","4.31","4.55","-","-","-","-274.40","-3.41"
"Kellton Tech Solutions Ltd","IT Services & Consulting","1437.29","22.45","55.01","3.24","1.46","14.73","25.57","-","150.26","6.60"
"Kaycee Industries Ltd","Electrical Components & Equipments","1433.50","318.56","930.72","60.16","28.99","192.94","232.33","0.04","28.21","14.18"
"Centrum Capital Ltd","Diversified Financials","1429.76","-14.39","-2.87","0.75","0.64","-","11.93","-","33.67","-2.39"
"AMIC Forging Ltd","Steel","1428.52","103.22","99.24","22.11","11.03","71.52","-","-","10.97","15.20"
"One Point One Solutions Ltd","Outsourced services","1423.29","66.54","23.97","10.19","8.13","25.78","52.93","-","127.62","1.07"
"Veefin Solutions Ltd","Application Software","1421.20","191.79","111.93","11.25","56.87","127.57","200.17","-","39.44","3.62"
"Sree Rayalaseema Hi-Strength Hypo Ltd","Commodity Chemicals","1416.18","17.94","47.27","1.77","1.59","8.99","10.14","-","-48.81","46.00"
"Rhetan TMT Ltd","Steel","1415.25","366.65","104.42","15.89","21.70","191.01","97.54","-","31250.23","0.05"
"Polo Queen Industrial and Fintech Ltd","FMCG - Household Products","1413.17","490.68","-22.74","7.50","19.78","248.20","321.18","-","21.52","0.09"
"VLS Finance Ltd","Investment Banking & Brokerage","1409.55","4.35","65.42","0.47","3.37","3.49","7.25","-","511.24","92.31"
"BMW Industries Ltd","Iron & Steel","1404.99","22.04","-1.08","2.12","2.33","9.97","5.24","0.69","17.04","2.83"
"Essen Speciality Films Ltd","Plastic Products","1397.09","98.04","270.32","9.76","9.66","52.39","-","-","-12.56","7.77"
"Popular Vehicles and Services Ltd","Four Wheelers","1394.56","18.33","-20.35","2.14","0.25","7.69","17.45","-","11.19","11.36"
"Crest Ventures Ltd","Asset Management","1393.91","23.17","27.20","1.23","7.52","17.50","-","0.20","-84.80","21.24"
"Rishabh Instruments Ltd","Electrical Components & Equipments","1391.93","35.08","-16.37","2.47","1.98","15.59","18.31","-","-26.48","11.76"
"Tamilnadu Newsprint & Papers Ltd","Paper Products","1389.61","6.68","-23.38","0.66","0.28","3.75","3.31","-","-46.33","30.01"
"Avadh Sugar & Energy Ltd","Sugar","1389.08","10.84","17.90","1.35","0.52","8.11","-","1.44","27.83","64.00"
