Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Fino Payments Bank Ltd","Private Banks","3249.10","37.68","32.49","5.05","2.20","15.62","-","-","32.50","10.36"
"Goodluck India Ltd","Iron & Steel","3243.08","24.58","8.45","2.82","0.92","12.45","-","-","35.59","44.70"
"Alembic Ltd","Pharmaceuticals","3237.25","12.05","34.40","1.48","15.25","28.96","142.67","1.90","40.90","10.46"
"Mahanagar Telephone Nigam Ltd","Telecom Services","3233.79","-0.99","35.26","-0.14","2.35","357.55","24.86","-","-12.09","-51.87"
"Gujarat Industries Power Company Ltd","Power Generation","3231.63","16.28","15.34","0.98","2.27","7.07","5.76","-","5.21","13.13"
"Veedol Corporation Ltd","Commodity Chemicals","3228.09","22.59","19.76","3.90","1.64","15.62","20.76","2.81","24.74","82.03"
"Kitex Garments Ltd","Apparel & Accessories","3221.93","57.20","143.10","3.12","5.10","34.52","-","0.31","-2.15","8.47"
"Summit Securities Ltd","Asset Management","3205.29","42.33","119.52","0.36","31.35","32.53","88.59","-","104.40","69.47"
"Mahindra Logistics Ltd","Logistics","3199.40","-58.45","-1.49","6.34","0.58","15.45","14.10","0.56","-308.06","-7.60"
"Steel Strips Wheels Ltd","Auto Parts","3196.96","4.74","-8.34","2.22","0.66","4.42","16.57","-","247.22","43.05"
"KDDL Ltd","Precious Metals Jewellery & Watches","3195.97","31.13","-1.40","2.79","2.25","11.71","32.66","-","93.09","80.77"
"Apeejay Surrendra Park Hotels Ltd","Hotels Resorts & Cruise Lines","3188.45","46.35","-25.73","2.66","5.39","15.72","18.96","-","28.71","3.54"
"Nucleus Software Exports Ltd","Software Services","3182.07","16.61","-8.43","4.09","3.63","10.27","14.33","1.05","49.93","71.56"
"Max Ventures and Industries Ltd","Packaging","3181.05","181.57","-","2.57","24.23","82.96","93.64","-","-95.65","1.15"
"SJS Enterprises Ltd","Auto Parts","3180.14","37.50","67.28","5.66","5.00","20.15","29.26","-","24.88","27.59"
"ADF Foods Ltd","Packaged Foods & Meats","3177.80","42.21","25.49","7.19","5.98","26.64","45.50","0.43","31.22","6.62"
"Tasty Bite Eatables Ltd","Packaged Foods & Meats","3175.05","76.47","4.84","11.08","5.69","35.32","47.54","0.02","37.44","161.81"
"Monarch Networth Capital Ltd","Investment Banking & Brokerage","3156.09","25.63","36.06","9.12","11.31","16.96","-","0.11","174.58","18.18"
"Vakrangee Limited","Outsourced services","3142.33","722.37","14.89","19.38","14.58","106.14","101.01","-","369.21","0.04"
"Repco Home Finance Ltd","Consumer Finance","3139.02","7.54","-1.87","1.05","2.04","24.56","-","0.60","31.63","66.54"
"Navneet Education Ltd","Publishing","3123.97","12.42","-5.38","2.41","1.70","8.90","20.04","1.88","22.99","11.12"
"Wendt (India) Limited","Industrial Machinery","3117.97","76.14","22.93","14.70","13.33","48.22","104.59","0.32","2.16","204.77"
"Pokarna Ltd","Cement","3115.13","35.66","113.16","5.26","4.46","15.74","16.56","-","32.73","28.18"
"Delta Corp Ltd","Theme Parks & Gaming","3112.57","12.74","-5.42","1.24","3.01","6.05","18.28","1.08","-6.72","9.12"
"Blue Cloud Softech Solutions Ltd","Software Services","3110.69","541.93","164.07","47.05","15.22","387.37","2087.71","1.40","251.38","0.42"
"Vishnu Chemicals Ltd","Diversified Chemicals","3099.76","30.66","54.84","3.99","2.53","15.26","45.92","-","111.77","16.14"
"Ddev Plastiks Industries Ltd","Commodity Chemicals","3085.67","16.99","42.17","4.68","1.26","10.91","26.55","-","-8.58","16.72"
"Jash Engineering Ltd","Construction & Engineering","3049.81","45.68","36.32","8.68","5.84","28.84","52.29","0.29","26.83","54.71"
"KP Green Engineering Ltd","Heavy Electrical Equipment","3048.25","86.13","14.90","11.43","8.66","53.66","-","-","143.83","8.25"
"Thirumalai Chemicals Ltd","Commodity Chemicals","3047.07","-78.55","7.11","2.66","1.45","52.09","12.85","0.34","-143.17","-3.79"
"Ashiana Housing Ltd","Real Estate","3022.28","36.24","-20.23","3.92","3.13","23.74","14.24","-","201.83","8.22"
"Gensol Engineering Ltd","Construction & Engineering","3013.21","50.60","-17.97","9.63","3.03","15.74","-","-","137.62","15.98"
"Sandhar Technologies Ltd","Auto Parts","3011.34","27.43","-4.60","2.96","0.85","10.43","10.96","0.65","50.46","18.24"
"Globus Spirits Ltd","Alcoholic Beverages","3009.93","31.19","31.19","3.09","1.24","17.83","17.68","0.34","-21.07","33.49"
"Raghav Productivity Enhancers Ltd","Commodity Chemicals","3008.51","115.80","108.78","19.02","22.59","74.06","143.88","0.69","49.13","11.32"
"Salasar Techno Engineering Ltd","Iron & Steel","3006.31","56.78","-17.29","6.67","2.48","26.43","58.19","-","25.52","0.34"
"Bajaj Consumer Care Ltd","FMCG - Personal Products","3004.88","19.33","-3.88","3.62","2.92","11.92","25.83","1.43","13.51","10.89"
"Sri Adhikari Brothers Television Network Ltd","TV Channels & Broadcasters","2990.34","-140.59","1222.73","253.85","917.28","-","-","-","-15.87","-7.05"
"Flair Writing Industries Ltd","Stationery","2963.72","24.91","-6.83","3.30","2.98","13.56","38.17","-","-4.58","11.97"
"Indoco Remedies Ltd","Pharmaceuticals","2955.36","30.01","-2.69","2.66","1.60","13.54","18.86","-","-30.79","10.68"
"Bajel Projects Ltd","Electric Utilities","2944.99","686.48","-5.75","5.20","2.47","83.45","15.07","-","369.60","0.37"
"Dollar Industries Ltd","Apparel & Accessories","2934.49","32.54","-7.71","3.74","1.86","20.03","-","0.58","71.69","15.90"
"Maithan Alloys Ltd","Iron & Steel","2921.34","8.37","-13.09","0.93","1.40","2.40","-","-","-30.08","119.87"
"Stove Kraft Ltd","Home Electronics & Appliances","2912.36","85.31","104.85","6.63","2.13","26.02","25.87","0.28","-4.82","10.33"
"Capacite Infraprojects Ltd","Construction & Engineering","2909.11","24.19","13.03","1.92","1.48","8.31","-","-","12.39","15.77"
"Kolte-Patil Developers Ltd","Real Estate","2907.55","-41.93","-30.82","3.95","2.08","85.55","-","1.05","-166.64","-9.12"
"Eveready Industries India Ltd","Batteries","2902.40","43.47","12.53","7.51","2.20","22.35","18.86","0.25","141.75","9.19"
"Saksoft Ltd","IT Services & Consulting","2896.11","30.11","0.59","5.73","3.77","18.90","24.82","0.28","16.92","7.65"
"DCW Ltd","Commodity Chemicals","2892.22","184.69","72.37","2.80","1.53","16.41","11.47","-","-92.31","0.53"
"Shipping Corporation of India Land and Assets Ltd","Real Estate","2892.15","60.90","4.00","0.90","29.23","51.77","-","1.06","33.59","1.02"
"Marathon Nextgen Realty Ltd","Real Estate","2890.70","17.36","29.13","2.87","3.88","13.03","130.80","0.18","30.30","34.15"
"TCPL Packaging Ltd","Packaging","2887.64","28.49","50.64","5.49","1.86","12.84","12.34","0.69","-8.73","111.38"
"TVS Srichakra Ltd","Tires & Rubber","2885.64","26.73","-8.42","2.60","0.91","12.43","12.66","1.26","38.42","140.98"
"Prakash Industries Ltd","Iron & Steel","2885.55","8.29","-2.93","0.95","0.71","5.34","4.80","0.74","82.79","19.44"
"Oriental Hotels Ltd","Hotels Resorts & Cruise Lines","2877.95","57.95","18.44","4.65","7.12","28.05","31.78","0.31","-8.48","2.78"
"Ashapura Minechem Ltd","Metals - Diversified","2872.47","10.01","-11.02","3.13","1.00","7.98","19.40","-","145.28","31.37"
"Apollo Micro Systems Ltd","Electronic Equipments","2867.82","92.15","-13.52","5.52","7.68","35.66","-","-","40.74","1.27"
"Rajratan Global Wire Ltd","Iron & Steel","2854.85","39.74","-13.33","5.80","3.18","23.12","27.04","0.36","-28.24","14.15"
"Deep Industries Ltd","Oil & Gas - Equipment & Services","2844.80","22.97","50.78","1.86","6.13","14.71","15.77","0.55","33.82","12.90"
"Rane Holdings Ltd","Auto Parts","2843.93","22.98","61.46","2.43","0.79","18.31","12.18","1.26","98.76","86.69"
"Marine Electricals (India) Ltd","Electrical Components & Equipments","2828.55","99.70","112.93","12.70","5.22","52.58","2525.49","-","39.87","2.19"
"Genesys International Corporation Ltd","IT Services & Consulting","2809.93","127.32","11.38","5.73","13.82","32.42","147.35","-","3.43","5.71"
"Foseco India Ltd","Specialty Chemicals","2801.23","38.38","25.85","9.77","5.48","24.94","49.06","0.57","58.74","114.29"
"Precision Camshafts Ltd","Auto Parts","2793.82","69.24","38.19","3.73","2.47","17.25","21.34","0.34","-12.81","4.25"
"Somany Ceramics Ltd","Building Products - Ceramics","2790.50","28.80","8.46","3.32","1.07","12.18","7.09","0.44","37.86","23.21"
"Jyoti Structures Ltd","Power Transmission & Distribution","2786.57","96.59","38.57","-109.23","6.02","161.79","-","-","776.63","0.41"
"Stanley Lifestyles Ltd","Retail - Department Stores","2785.86","92.55","2.92","10.79","6.28","29.84","76.96","-","6.74","4.86"
"PTC India Financial Services Ltd","Specialized Finance","2770.17","17.23","6.36","1.09","3.57","23.33","1.08","-","-8.57","2.50"
"ideaForge Technology Ltd","Aerospace & Defense Equipments","2767.92","61.13","-6.74","4.19","8.04","27.87","36.40","-","-8.47","14.10"
"Dishman Carbogen Amcis Ltd","Labs & Life Sciences Services","2766.28","-18.03","-23.87","0.49","1.05","15.04","7.20","-","-414.93","-9.79"
"KCP Ltd","Cement","2755.69","14.62","17.03","1.55","0.94","6.34","26.17","0.47","351.72","14.63"
"Sagar Cements Ltd","Cement","2754.92","-63.54","-6.57","1.36","1.07","12.75","6.88","0.33","-236.55","-3.32"
"Nilkamal Ltd","Plastic Products","2742.31","22.43","-2.47","1.94","0.85","9.59","10.97","1.09","-8.72","81.92"
"Motisons Jewellers Ltd","Apparel & Accessories Retailers","2739.26","84.99","70.60","8.35","6.57","44.40","-","-","15.39","3.94"
"Interarch Building Products Ltd","Building Products - Prefab Structures","2726.29","31.61","37.02","6.13","2.09","19.58","33.44","-","7.97","58.64"
"BF Investment Ltd","Asset Management","2714.52","6.26","24.34","0.44","4.64","4.19","298.63","-","67.27","115.15"
"Hindustan Oil Exploration Company Ltd","Oil & Gas - Exploration & Production","2709.80","11.97","0.67","2.31","3.38","7.81","22.09","-","16.68","17.12"
"KRN Heat Exchanger and Refrigeration Ltd","Electrical Components & Equipments","2706.48","69.27","-9.06","20.56","8.63","43.59","980.61","-","-","8.47"
"Veritas (India) Ltd","Commodities Trading","2702.98","14.47","-29.99","1.08","0.69","11.47","48.43","0.00","97.08","69.69"
"Automotive Axles Ltd","Auto Parts","2702.85","16.27","-4.29","3.09","1.20","10.00","10.39","1.79","2.56","109.95"
"Confidence Petroleum India Ltd","Oil & Gas - Storage & Transportation","2696.80","26.60","-10.75","2.13","0.99","8.39","10.26","-","18.25","3.37"
"Vadilal Industries Ltd","FMCG - Foods","2689.51","18.43","-10.26","4.96","2.36","12.24","14.01","-","51.57","203.05"
"Dredging Corporation of India Ltd","Dredging","2679.74","75.10","16.10","2.12","2.82","14.78","14.05","-","118.18","12.74"
"Pennar Industries Ltd","Iron & Steel","2678.95","27.24","42.21","3.05","0.84","10.55","11.92","-","33.88","7.29"
"SBI Gold ETF","Gold","2644.09","-","9.39","-","-","-","-","0.00","-","-"
"Tinna Rubber and Infrastructure Ltd","Tires & Rubber","2641.03","65.55","76.19","20.67","7.21","40.86","44.64","0.32","84.82","23.52"
"RIR Power Electronics Ltd","Electronic Equipments","2634.30","375.26","88.33","41.92","38.34","223.12","1656.79","0.05","16.44","10.12"
"Arkade Developers Ltd","Real Estate","2629.55","21.40","-14.61","8.13","4.13","15.80","25.85","-","141.88","8.08"
"John Cockerill India Ltd","Industrial Machinery & Supplies & Components","2623.24","121.17","47.83","12.41","3.90","77.32","153.77","0.13","-","43.85"
"Ram Ratna Wires Ltd","Electrical Components & Equipments","2612.94","50.02","73.21","6.05","0.87","20.88","18.89","0.84","74.48","11.87"
"Mayur Uniquoters Ltd","Textiles","2610.63","21.32","18.89","3.01","3.13","12.63","23.19","0.51","18.37","27.86"
"Meghmani Organics Ltd","Commodity Chemicals","2608.76","-24.60","17.37","1.71","1.63","195.93","10.45","-","-144.61","-4.17"
"Novartis India Ltd","Pharmaceuticals","2605.62","30.59","3.01","3.50","6.57","15.89","22.98","2.37","-17.58","34.50"
"DISA India Ltd","Industrial Machinery","2603.03","60.70","30.61","10.59","7.56","37.58","46.60","1.12","44.04","294.87"
"Krsnaa Diagnostics Ltd","Hospitals & Diagnostic Centres","2599.65","45.74","41.94","3.21","4.08","16.80","106.76","0.31","-9.78","17.85"
"Shalby Ltd","Hospitals & Diagnostic Centres","2596.83","30.89","-12.80","2.58","2.72","14.51","132.49","-","24.53","7.83"
"Sasken Technologies Ltd","Software Services","2588.92","32.89","9.72","3.30","5.42","24.97","43.61","1.46","-20.95","52.25"
"Unitech Ltd","Real Estate","2584.91","-0.78","-11.79","-0.52","5.02","-","171.30","-","-19.33","-12.72"
"Nippon India ETF Nifty 1D Rate Liquid BeES","Debt","2580.84","-","0.00","-","-","-","-","0.00","-","-"
"Suven Life Sciences Ltd","Pharmaceuticals","2562.15","-24.38","9.70","9.49","63.61","-","-","-","23.43","-4.82"
"Baazar Style Retail Ltd","Retail - Speciality","2558.63","116.62","-14.28","11.89","2.60","21.05","22.92","-","330.20","3.14"
"ECOS (India) Mobility & Hospitality Ltd","Tour & Travel Services","2554.50","40.86","-3.93","14.40","4.50","23.97","38.05","-","-94.38","20.43"
"Ravindra Energy Ltd","Electrical Components & Equipments","2549.04","-49.42","105.71","15.43","17.41","-","41.87","-","-407.36","-3.42"
"GTL Infrastructure Ltd","Telecom Infrastructure","2548.60","-3.74","17.06","-0.50","1.79","14.84","13.11","-","62.77","-0.53"
"SMS Pharmaceuticals Ltd","Pharmaceuticals","2541.68","51.01","42.06","4.74","3.56","22.98","50.71","0.13","805.81","5.89"
"SG Finserve Ltd","Specialized Finance","2527.57","32.16","3.91","3.13","13.32","32.39","-","-","105.27","16.33"
"Dr Agarwal's Eye Hospital Ltd","Hospitals & Diagnostic Centres","2505.90","54.05","54.20","15.95","7.73","28.20","27.91","0.05","25.57","98.64"
"Systematix Corporate Services Ltd","Diversified Financials","2500.84","46.88","147.02","16.42","17.13","33.69","28.47","-","950.20","40.66"
"Themis Medicare Ltd","Pharmaceuticals","2497.05","57.38","27.46","6.61","6.16","34.28","113.04","0.18","-23.53","4.73"
"Pondy Oxides and Chemicals Ltd","Metals - Lead","2494.32","78.22","146.92","6.98","1.61","34.31","38.20","0.25","-59.24","13.16"
"SML Isuzu Ltd","Trucks & Buses","2491.15","23.09","-23.48","8.72","1.13","15.54","-","0.93","443.43","74.47"
"NRB Bearings Ltd","Industrial Machinery","2489.94","10.40","-20.71","2.84","1.89","6.72","21.62","1.60","154.77","24.70"
"Landmark Cars Ltd","Retail - Speciality","2488.74","44.43","-21.14","4.59","0.75","13.76","60.98","0.25","-37.52","13.84"
"Premier Explosives Ltd","Commodity Chemicals","2478.66","87.40","-3.26","11.19","8.98","40.11","31.39","0.11","309.83","5.28"
"Sai Silks (Kalamandir) Ltd","Textiles","2474.30","24.53","-18.07","2.33","1.77","10.45","60.01","-","-7.08","7.54"
"Prataap Snacks Ltd","Packaged Foods & Meats","2472.69","46.53","15.99","3.39","1.52","16.98","19.52","0.19","159.32","22.46"
"Rashi Peripherals Ltd","Technology Hardware","2471.90","17.50","10.60","1.59","0.22","9.42","-","0.27","-11.08","26.23"
"Huhtamaki India Ltd","Packaging","2471.46","6.03","-5.51","2.15","0.83","4.02","9.03","1.53","725.20","54.24"
"MM Forgings Ltd","Iron & Steel","2457.05","18.20","-3.43","3.11","1.55","10.10","18.72","0.79","5.53","27.97"
"HLE Glascoat Ltd","Industrial Machinery","2453.12","82.62","-20.54","4.94","2.51","24.41","26.03","-","-57.48","4.35"
"Kesar India Ltd","Real Estate Development","2440.39","225.13","169.81","81.35","45.19","158.13","264.97","-","1289.73","4.39"
"Goodyear India Ltd","Tires & Rubber","2438.25","25.71","-9.90","4.19","0.95","12.38","18.08","3.88","-22.80","41.12"
"Xpro India Ltd","Plastic Products","2431.42","55.41","0.10","4.34","5.09","28.17","55.28","0.18","-13.65","21.81"
"EFC (I) Ltd","Distributors","2428.36","41.88","28.26","5.63","5.66","13.83","83.42","-","499.25","13.82"
"Shanti Educational Initiatives Ltd","Education Services","2419.83","662.97","151.38","37.98","105.16","423.85","-","-","7.99","2.27"
"Spectrum Electrical Industries Ltd","Electrical Components & Equipments","2419.02","122.61","19.19","14.26","7.24","54.58","-","0.06","129.79","12.84"
"Platinum Industries Ltd","Commodity Chemicals","2416.69","55.26","102.21","7.10","9.05","34.26","73.81","-","-1.43","9.19"
"Parag Milk Foods Ltd","FMCG - Foods","2413.56","26.64","-8.48","2.65","0.76","13.61","24.35","2.47","52.88","7.66"
"Thejo Engineering Ltd","Construction & Engineering","2409.63","43.32","-26.21","8.84","4.28","23.25","46.51","0.13","70.74","51.83"
"Aeroflex Industries Ltd","Iron & Steel","2403.94","57.59","27.23","8.20","7.47","34.74","54.54","0.13","289.75","3.43"
"Venky's (India) Ltd","Packaged Foods & Meats","2400.90","30.36","-2.99","1.75","0.64","14.57","29.29","0.41","12.20","56.14"
"Accelya Solutions India Ltd","Software Services","2396.78","25.54","-9.28","8.47","4.60","13.42","15.35","4.05","-25.94","62.88"
"Updater Services Ltd","Business Support Services","2395.08","35.25","15.80","2.83","0.97","14.91","23.33","-","67.50","11.33"
"TechNVision Ventures Ltd","Software Services","2376.97","175.55","87.11","155.97","12.29","133.32","119.33","-","6054.55","21.58"
"Dolat Algotech Ltd","Investment Banking & Brokerage","2355.23","14.97","30.30","2.97","6.25","10.98","-","0.19","35.63","8.94"
"PSP Projects Ltd","Construction & Engineering","2354.52","19.15","-14.85","2.57","0.93","9.06","-","-","-6.80","34.16"
"Vindhya Telelinks Ltd","Telecom Equipments","2353.88","8.33","-25.69","0.59","0.55","5.47","5.34","0.76","52.56","238.55"
"Dish TV India Ltd","Cable & D2H","2351.28","-1.20","-29.64","-0.85","1.25","5.85","3.48","-","-16.81","-10.68"
"Dreamfolks Services Ltd","Logistics","2345.90","33.99","-15.92","9.92","2.06","23.12","107.02","-","-5.55","13.11"
"Ge Power India Ltd","Construction & Engineering","2337.84","-13.65","1.95","33.98","1.32","-","13.51","-","61.11","-25.49"
"Agro Tech Foods Ltd","Packaged Foods & Meats","2332.99","224.11","29.52","4.66","3.05","61.48","37.26","-","-30.97","4.27"
"Mold-Tek Packaging Ltd","Plastic Products","2329.01","34.98","-18.31","3.92","3.33","18.23","29.55","-","-19.67","20.05"
"NIBE Ltd","Textiles","2328.77","125.74","2.68","12.45","8.16","61.15","128.10","-","1005.46","14.82"
"Indo Tech Transformers Ltd","Heavy Electrical Equipments","2318.45","49.48","14.27","10.68","4.55","30.35","72.98","-","82.33","44.12"
"Insecticides (India) Ltd","Fertilizers & Agro Chemicals","2314.73","22.61","43.59","2.28","1.17","13.58","12.60","0.38","61.94","34.59"
"Hindware Home Innovation Ltd","Home Furnishing","2301.56","89.31","-13.67","3.79","0.81","12.10","9.56","0.13","-54.87","3.56"
"IOL Chemicals and Pharmaceuticals Ltd","Commodity Chemicals","2299.49","17.11","-1.05","1.43","1.06","8.39","7.93","1.28","-3.39","22.90"
"ESAF Small Finance Bank Limited","Private Banks","2298.91","5.40","-26.68","0.92","0.54","1.41","2.30","1.57","31.24","8.83"
"Vidhi Specialty Food Ingredients Ltd","Commodity Chemicals","2297.47","63.03","-1.34","8.20","7.54","39.47","36.20","-","-3.32","7.30"
"Centum Electronics Ltd","Electronic Equipments","2294.73","1289.17","-11.78","11.67","2.09","27.83","10.74","0.34","-81.88","1.38"
"Mangalam Cement Ltd","Cement","2288.88","38.33","-3.31","2.82","1.30","11.03","12.54","0.18","248.42","21.72"
"Lumax Industries Ltd","Auto Parts","2284.77","20.58","-0.41","3.40","0.84","9.85","17.26","-","7.69","118.75"
"Panama Petrochem Ltd","Specialty Chemicals","2284.24","11.71","11.01","2.07","0.96","8.11","-","1.85","-16.23","32.26"
"Siyaram Silk Mills Ltd","Textiles","2277.81","12.33","6.61","2.00","1.07","7.53","17.72","2.19","-25.19","40.06"
"Barbeque-Nation Hospitality Ltd","Restaurants & Cafes","2277.37","-169.95","3.77","5.64","1.79","12.79","10.33","-","-178.66","-3.44"
"Indian Hume Pipe Company Ltd","Water Management","2266.11","29.19","60.06","2.73","1.62","13.94","10.64","0.35","33.56","15.35"
"Federal-Mogul Goetze (India) Ltd","Auto Parts","2264.51","17.85","9.69","1.91","1.31","7.11","14.18","2.14","25.79","22.81"
"Media Matrix Worldwide Ltd","Advertising","2262.09","450.61","11.38","7.82","1.59","128.08","73.97","-","266.42","0.04"
"Nitin Spinners Ltd","Textiles","2246.55","17.08","12.88","1.96","0.77","9.45","13.74","0.63","-20.20","23.40"
"Carysil Ltd","Home Furnishing","2245.97","38.80","-18.35","6.27","3.26","18.73","38.83","-","10.21","21.60"
"Igarashi Motors India Ltd","Auto Parts","2244.17","234.75","48.77","5.02","3.09","30.98","44.58","0.14","82.10","3.04"
"Welspun Specialty Solutions Ltd","Iron & Steel","2236.45","35.80","13.66","20.01","3.11","32.03","299.39","-","554.66","1.18"
"Orient Green Power Company Ltd","Renewable Energy","2229.93","58.07","-1.72","2.85","7.51","14.43","8.94","-","4.31","0.40"
"S.P.Apparels Ltd","Apparel & Accessories","2225.34","24.83","51.12","2.94","2.02","13.17","28.10","-","9.93","35.72"
"Ador Welding Ltd","Industrial Machinery","2223.38","35.19","-12.58","6.14","2.48","21.51","64.45","1.13","6.58","46.47"
"TTK Healthcare Ltd","Pharmaceuticals","2213.02","35.22","3.53","2.21","2.71","14.62","-","0.64","-90.18","44.47"
"Sanstar Ltd","Agro Products","2211.72","33.13","5.47","8.72","2.04","20.74","77.33","-","-45.43","7.92"
"India Pesticides Ltd","Fertilizers & Agro Chemicals","2210.56","36.74","-15.98","2.68","3.18","20.88","19.30","0.39","-57.99","5.22"
"TIL Ltd","Heavy Machinery","2198.20","8.66","50.26","69.59","5.92","10.25","-","-","476.27","94.32"
"63 Moons Technologies Ltd","IT Services & Consulting","2198.18","9.88","11.60","0.66","3.54","3.06","46.61","-","1464.26","48.29"
"EIH Associated Hotels Ltd","Hotels Resorts & Cruise Lines","2186.70","26.99","-3.83","4.72","5.50","15.81","28.20","0.84","25.40","13.30"
"Suratwwala Business Group Ltd","Real Estate","2186.43","78.68","34.56","36.92","30.11","56.63","7539.43","-","31.27","1.60"
"Tatva Chintan Pharma Chem Ltd","Specialty Chemicals","2181.78","71.91","-24.69","2.96","5.44","28.30","22.25","0.21","-35.07","13.32"
"ICICI Prudential Nifty 50 ETF","Equity","2180.65","-","10.34","-","-","-","-","0.00","-","-"
"Ugro Capital Ltd","Investment Banking & Brokerage","2180.58","18.27","-5.47","1.52","2.02","29.79","-","-","160.83","14.84"
"Owais Metal and Mineral Processing Ltd","Metals - Diversified","2172.43","140.52","77.43","31.80","27.01","93.05","-","0.17","2677.63","15.16"
"Gandhar Oil Refinery (INDIA) Ltd","Oil & Gas - Refining & Marketing","2170.17","15.45","2.18","1.77","0.53","7.65","-","0.23","-33.79","15.80"
"Amrutanjan Health Care Ltd","Pharmaceuticals","2164.32","48.12","11.27","7.50","4.95","31.34","77.55","0.61","13.52","15.47"
"Universal Cables Ltd","Cables","2163.78","19.99","9.57","1.22","1.02","11.30","65.45","0.48","-8.39","31.19"
"DEN Networks Ltd","Cable & D2H","2163.56","12.32","-13.97","0.60","1.75","-","30.43","-","-37.97","3.68"
"Yasho Industries Ltd","Specialty Chemicals","2161.80","37.31","0.03","7.34","3.60","25.45","23.97","0.03","-14.62","50.83"
"HMA Agro Industries Ltd","Packaged Foods & Meats","2157.32","21.44","-31.67","2.93","0.44","13.79","-","-","51.20","0.38"
"NIIT Ltd","Education Services","2156.12","56.21","49.39","2.08","5.85","22.63","233.35","-","1859.29","1.06"
"Vardhman Special Steels Ltd","Iron & Steel","2149.87","23.46","1.23","2.99","1.27","12.92","15.10","0.76","-8.98","11.26"
"Tarsons Products Ltd","Health Care Equipment & Supplies","2132.24","50.01","-14.36","3.48","6.93","21.37","20.76","-","-","8.01"
"Paramount Communications Ltd","Cables","2122.96","24.80","-12.15","3.39","1.97","22.08","-","-","39.91","3.44"
"Apcotex Industries Ltd","Specialty Chemicals","2122.79","39.40","-10.98","4.07","1.87","18.61","52.79","1.34","-50.08","10.39"
"Antony Waste Handling Cell Ltd","Environmental Services","2115.59","24.54","47.64","2.94","2.36","12.99","15.13","-","26.42","30.43"
"Omaxe Ltd","Real Estate","2115.06","-5.25","15.47","3.49","1.29","-","2.14","-","-15.72","-22.01"
"Ramco Industries Ltd","Cement","2114.32","20.00","5.16","0.52","1.40","13.31","15.70","0.31","-14.81","12.18"
"HIL Ltd","Cement","2112.70","60.69","4.04","1.69","0.61","13.88","12.19","1.34","-64.22","46.01"
"MIC Electronics Ltd","Electrical Components & Equipments","2102.10","34.00","80.77","17.24","33.27","99.91","-","-","41120.00","2.79"
"Astec Lifesciences Ltd","Fertilizers & Agro Chemicals","2096.26","-44.66","-15.49","5.67","4.52","-","205.11","0.14","-283.52","-23.94"
"Mukand Ltd","Iron & Steel","2094.75","20.40","-12.96","2.26","0.40","11.44","32.26","1.38","-40.21","7.11"
"Jain Irrigation Systems Ltd","Agricultural & Farm Machinery","2091.93","-","-13.77","-","-","-","-","-","-","-"
"Rupa & Company Ltd","Apparel & Accessories","2080.36","29.81","-4.72","2.17","1.69","16.04","13.36","-","29.87","8.73"
"Everest Kanto Cylinder Ltd","Gas Distribution","2079.66","20.96","23.85","1.89","1.69","11.87","9.19","0.38","30.33","8.84"
"Nelco Ltd","Communication & Networking","2076.02","87.71","12.52","16.80","6.42","33.55","46.25","0.24","19.24","10.37"
"Alpex Solar Ltd","Renewable Energy Equipment & Services","2073.75","78.02","57.62","15.84","4.95","47.91","-","-","180.53","17.45"
"IFGL Refractories Ltd","Industrial Machinery","2071.18","25.36","-9.00","1.93","1.25","11.89","13.61","1.22","3.11","22.66"
"Apollo Pipes Ltd","Building Products - Pipes","2063.27","48.18","-23.49","3.59","2.08","20.67","16.55","-","-","10.88"
"Dolphin Offshore Enterprises (India) Ltd","Oil & Gas - Equipment & Services","2061.44","370.10","39.33","9.31","164.26","796.76","583.98","-","-13.58","0.31"
"Axiscades Technologies Ltd","Construction & Engineering","2055.40","62.66","-22.05","3.47","2.13","15.21","26.04","-","694.49","8.17"
"Cupid Ltd","FMCG - Personal Products","2052.92","51.50","-31.11","6.81","11.51","32.77","261.85","-","67.96","1.99"
"Madhya Bharat Agro Products Ltd","Fertilizers & Agro Chemicals","2038.38","82.06","-2.34","5.81","2.46","21.54","13.68","-","-80.00","2.83"
"IKIO Lighting Ltd","Electrical Components & Equipments","2037.89","33.65","-10.82","3.69","4.50","17.72","-","0.38","10.60","8.51"
"Pnb Gilts Ltd","Investment Banking & Brokerage","2035.91","29.34","3.76","1.53","1.29","211.43","-","0.88","189.88","3.86"
"Wonder Electricals Ltd","Home Electronics & Appliances","2029.62","199.96","39.62","23.10","3.56","84.75","-","-","61.11","7.57"
"Unicommerce eSolutions Ltd","Software Services","2023.99","154.74","-5.95","29.37","18.50","99.86","336.77","-","101.00","2.23"
"Fusion Finance Ltd","Consumer Finance","2023.54","4.00","-59.46","0.71","0.84","13.52","-","-","19.71","50.11"
"Cropster Agro Ltd","-","2014.32","189.14","81.23","34.40","33.12","181.29","-","-","198.85","8.47"
"Veranda Learning Solutions Ltd","Education Services","2007.64","-25.19","53.40","5.32","5.43","40.82","75.25","-","16.02","-12.95"
"Kiri Industries Ltd","Specialty Chemicals","2006.50","15.08","2.35","0.71","1.70","9.35","-","-","24.71","25.66"
