Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Nitta Gelatin India Ltd","Specialty Chemicals","713.12","8.63","-15.99","2.01","1.31","4.87","7.58","0.76","17.51","91.01"
"IND Swift Laboratories Ltd","Pharmaceuticals","710.16","1.69","-2.88","0.76","0.41","0.43","-","-","785.71","71.14"
"Bella Casa Fashion & Retail Ltd","Textiles","710.14","69.76","95.63","8.37","3.01","38.92","195.63","0.16","31.35","8.15"
"Stovec Industries Ltd","Industrial Machinery","707.90","78.31","29.56","5.05","3.34","37.71","53.67","5.13","-63.49","43.29"
"Andhra Petrochemicals Ltd","Commodity Chemicals","706.11","11.14","-9.40","1.27","0.87","3.73","6.85","2.41","210.83","7.46"
"Evexia Lifecare Ltd","Packaged Foods & Meats","704.00","513.87","48.22","7.80","12.32","497.59","-","-","88.79","0.02"
"Nandan Denim Ltd","Textiles","702.00","15.61","14.59","1.20","0.34","6.38","3.05","-","8715.69","0.31"
"Artemis Electricals and Projects Ltd","Electrical Components & Equipments","701.90","179.51","-21.15","8.94","16.92","90.96","32.88","-","242.12","0.16"
"Bedmutha Industries Ltd","Iron & Steel","698.38","33.34","7.13","3.05","0.80","9.78","9.46","-","61.15","6.49"
"Khadim India Ltd","Footwear","698.01","111.15","6.76","2.91","1.12","12.11","13.56","-","-64.24","3.48"
"A K Capital Services Ltd","Investment Banking & Brokerage","695.77","10.92","18.34","0.90","2.22","30.78","2.61","0.80","-34.05","27.35"
"PVP Ventures Ltd","Real Estate","694.76","10.46","-15.97","3.03","1.15","10.70","17368.93","-","-70.18","2.63"
"Industrial Investment Trust Ltd","Asset Management","692.21","10.67","66.76","1.61","11.68","8.06","-","-","44.27","28.76"
"Suraj Products Ltd","Iron & Steel","690.78","23.88","4.75","5.30","2.00","13.89","21.65","-","11.23","25.38"
"Nile Ltd","Metals - Lead","689.06","22.12","64.16","3.00","0.82","14.95","27.49","-","38.08","103.77"
"Modern Insulators Ltd","Electrical Components & Equipments","687.83","19.08","22.89","1.62","1.51","14.56","58.59","-","28.98","7.65"
"RPP Infra Projects Ltd","Construction & Engineering","687.66","12.02","48.56","1.62","0.49","6.05","15.54","-","94.11","15.03"
"Hindustan Composites Ltd","Auto Parts","686.76","19.96","10.66","0.70","2.30","12.37","17.05","-","25.31","23.30"
"Tolins Tyres Ltd","Tires & Rubber","685.68","26.37","-27.51","6.82","3.00","15.64","-","-","-","8.48"
"R S Software (India) Ltd","Software Services","684.61","37.82","-3.20","13.94","10.70","28.52","43.19","-","322.09","7.04"
"Digispice Technologies Ltd","Telecom Equipments","682.35","58.42","-0.54","2.76","1.35","10.78","16.34","-","156.57","0.50"
"Khaitan Chemicals and Fertilizers Ltd","Fertilizers & Agro Chemicals","682.32","-9.68","-5.70","3.09","1.27","-","-","-","-267.14","-7.26"
"MBL Infrastructure Ltd","Construction & Engineering","678.65","-17.26","6.92","0.91","2.68","9.47","13.71","-","22.15","-3.75"
"Lokesh Machines Ltd","Industrial Machinery","678.09","49.00","-15.55","3.46","2.30","18.75","38.88","-","40.47","7.61"
"LIC MF S&P BSE Sensex ETF","Equity","676.62","-","12.96","-","-","-","-","0.00","-","-"
"Black Rose Industries Ltd","Conglomerates","676.52","31.88","-0.82","4.66","1.76","19.81","48.32","-","168.27","4.16"
"AVG Logistics Ltd","Logistics","676.15","21.18","-11.23","3.38","1.34","8.07","697.07","-","254.52","25.11"
"Kiran Vyapar Ltd","Diversified Financials","673.78","12.93","39.28","0.37","6.16","12.18","11.54","0.40","34.29","19.32"
"Revathi Equipment India ltd","Industrial Machinery","673.58","21.69","-29.62","6.32","3.05","13.14","15.26","-","132.10","101.24"
"MOS Utility Ltd","Online Services","673.26","59.85","51.69","8.55","3.49","37.79","-","-","71.82","5.10"
"RBM Infracon Ltd","Construction & Engineering","670.93","60.44","46.46","6.90","5.16","34.80","-","-","335.06","13.15"
"Consolidated Finvest & Holdings Ltd","Asset Management","670.22","14.43","-17.92","0.83","12.97","13.16","40.92","-","-85.16","14.37"
"TVS Electronics Ltd","Technology Hardware","669.55","2479.80","20.05","6.78","1.82","56.01","48.03","0.28","-97.16","0.14"
"Birla Cable Ltd","Telecom Equipments","669.00","30.20","-21.22","2.67","0.96","14.98","42.29","0.78","-32.76","7.38"
"Kriti Nutrients Ltd","Agro Products","668.98","14.77","23.74","3.79","0.97","9.70","13.43","0.22","117.64","9.04"
"Menon Bearings Ltd","Auto Parts","667.94","27.42","-8.84","4.61","3.12","14.99","23.58","1.89","-25.25","4.35"
"Vinyl Chemicals (India) Ltd","Specialty Chemicals","666.00","30.48","-5.43","5.70","1.11","20.22","18.41","1.86","-38.71","11.91"
"Plastiblends India Ltd","Specialty Chemicals","663.63","19.22","-2.95","1.64","0.82","9.92","17.44","1.66","28.52","13.28"
"Emkay Global Financial Services Ltd","Investment Banking & Brokerage","663.03","20.43","68.26","2.75","2.09","2.46","29.91","0.56","130.29","13.16"
"SoftSol India Ltd","Software Services","662.59","60.96","88.33","3.78","7.93","28.42","444.69","-","16946.78","7.36"
"Sunshield Chemicals Ltd","Specialty Chemicals","659.02","34.98","14.23","8.02","2.31","17.75","15.66","0.27","37.82","25.62"
"Goa Carbon Ltd","Metals - Coke","655.95","7.67","-22.91","2.65","0.61","5.11","3.35","2.79","5.88","93.43"
"Uni-Abex Alloy Products Ltd","Iron & Steel","655.70","18.50","22.97","5.79","3.56","11.71","23.39","0.75","91.26","179.44"
"Tiger Logistics (India) Ltd","Logistics","655.60","50.55","23.75","5.92","2.69","32.53","-","-","1.56","2.23"
"Remsons Industries Ltd","Auto Parts","655.48","49.25","-0.24","5.89","2.08","19.84","42.34","1.11","-55.29","1.31"
"PREVEST DENPRO LTD","Health Care Supplies","654.16","40.56","25.87","7.38","10.66","26.35","56.30","0.18","-","13.44"
"RM Drip & Sprinklers Systems Ltd","Agricultural & Farm Machinery","652.10","120.31","96.28","16.05","12.21","73.95","-","-","11004.41","4.98"
"UTI Gold Exchange Traded Fund","Gold","651.54","-","9.61","-","-","-","-","0.00","-","-"
"JAYBEE Laminations Ltd","Electrical Components & Equipments","651.08","33.61","-0.94","10.36","2.15","20.11","41.29","-","42.53","10.76"
"Hercules Hoists Ltd","Industrial Machinery","649.76","18.06","40.61","0.69","3.22","11.57","22.92","1.97","-65.18","11.24"
"IRIS Business Services Ltd","IT Services & Consulting","649.69","74.59","134.15","15.79","6.31","40.29","55.53","-","103.23","4.50"
"Cian Agro Industries & Infrastructure Ltd","Agro Products","647.45","132.13","472.37","7.26","3.55","22.37","9.94","-","1650.00","1.75"
"Bartronics India Ltd","Payment Infrastructure","646.62","465.19","-10.42","24.39","12.85","908.98","-","-","-98.66","0.05"
"Mkventures Capital Ltd","Investment Banking & Brokerage","646.18","30.52","-11.22","6.89","15.56","21.21","2.50","0.06","22.95","57.79"
"Premier Polyfilm Ltd","Home Furnishing","645.53","31.34","51.80","6.84","2.17","18.84","23.99","0.24","76.37","9.83"
"SKM Egg Products Export India Ltd","Packaged Foods & Meats","644.30","7.54","-12.86","2.33","0.90","3.86","5.90","-","12.49","32.44"
"NBI Industrial Finance Company Ltd","Diversified Financials","644.21","81.86","43.60","0.28","49.71","60.14","113.42","0.02","48.77","32.03"
"Cybertech Systems and Software Ltd","IT Services & Consulting","642.63","28.25","23.80","2.95","2.72","11.86","17.70","0.97","-0.27","7.64"
"Meghna Infracon Infrastructure Ltd","Investment Banking & Brokerage","641.34","202.32","122.90","48.62","11.67","193.45","57.11","0.02","344.83","2.92"
"DMCC Speciality Chemicals Ltd","Diversified Chemicals","640.46","55.31","-25.68","3.06","1.89","15.51","16.69","-","67.34","4.64"
"Reliance Communications Ltd","Telecom Services","636.67","-0.09","32.57","-0.01","1.32","-","-","-","50.26","-26.08"
"Aarti Surfactants Ltd","Specialty Chemicals","636.14","29.82","14.54","2.65","1.08","11.36","12.24","-","59.96","26.56"
"Krishival Foods Ltd","FMCG - Foods","635.52","66.13","18.23","5.21","6.07","42.00","-","0.07","35.52","4.57"
"Race Eco Chain Ltd","Textiles","634.46","409.33","18.04","28.53","1.82","104.57","-","-","19.23","0.94"
"Kamdhenu Ventures Ltd","Commodity Chemicals","634.37","45.80","-43.80","3.98","2.17","27.47","-","-","157.30","0.47"
"Emami Paper Mills Ltd","Paper Products","634.21","7.52","-11.05","0.82","0.32","5.15","1.81","1.53","21.87","13.93"
"Medicamen Biotech Ltd","Pharmaceuticals","633.70","57.87","14.98","3.06","3.49","25.15","-","-","-27.71","8.63"
"Indo Borax and Chemicals Ltd","Commodity Chemicals","633.30","16.25","8.94","2.16","3.12","8.69","9.33","0.51","-57.71","12.15"
"Alliance Integrated Metaliks Ltd","Building Products - Prefab Structures","633.10","9.86","-7.66","-3.32","2.84","5.36","78.94","-","413.38","1.73"
"Hindustan Media Ventures Ltd","Publishing","632.89","63.61","-24.02","0.43","0.78","-","38.61","-","126.12","1.35"
"Coffee Day Enterprises Ltd","Restaurants & Cafes","631.64","-1.96","-54.11","0.20","0.52","-","3.35","-","15.09","-15.27"
"Brand Concepts Ltd","Retail - Department Stores","630.72","58.02","-26.78","11.31","2.50","23.68","-","-","8.33","10.01"
"Arfin India Ltd","Metals - Aluminium","630.35","76.68","-30.47","6.54","1.17","23.22","135.85","-","337.66","0.52"
"Artson Engineering Ltd","Construction & Engineering","630.04","103.97","8.52","692.35","4.89","47.34","-","-","125.80","1.64"
"Sakuma Exports Ltd","Commodities Trading","628.66","15.73","-29.28","1.30","0.29","13.51","-","0.19","40.54","0.34"
"Shankar Lal Rampal Dye-Chem Ltd","Specialty Chemicals","626.55","96.39","-13.40","6.36","2.18","64.93","106.74","0.05","-59.17","1.02"
"Alankit Ltd","Investment Banking & Brokerage","623.39","28.94","34.44","2.10","2.52","16.42","64.94","-","147.34","0.87"
"Wise Travel India Ltd","Tour & Travel Services","621.49","26.74","31.52","4.18","1.50","11.72","32.44","-","83.71","11.29"
"Megatherm Induction Ltd","Industrial Machinery","621.46","30.02","-3.04","5.16","2.02","15.88","27.09","-","-2.82","14.75"
"Meson Valves India Ltd","Industrial Machinery & Supplies & Components","621.24","68.64","-25.89","30.95","9.81","42.14","-","-","35.98","17.37"
"Nicco Parks & Resorts Ltd","Hotels Resorts & Cruise Lines","621.04","25.08","-3.28","6.64","7.02","15.62","30.91","1.13","9.95","5.29"
"SRM Contractors Ltd","Construction & Engineering","619.95","23.00","35.88","4.79","1.77","12.20","-","-","43.94","16.10"
"Empire Industries Ltd","Packaging","618.78","16.72","-5.12","2.06","0.98","7.96","8.28","2.42","4.17","61.68"
"Donear Industries Ltd","Textiles","618.70","17.82","11.25","3.02","0.77","9.65","8.75","0.17","-","6.68"
"Advani Hotels and Resorts (India) Ltd","Hotels Resorts & Cruise Lines","616.84","24.71","-18.52","8.58","5.69","15.45","21.10","5.39","-12.76","2.70"
"Nagarjuna Fertilizers and Chemicals Ltd","Fertilizers & Agro Chemicals","613.61","-0.48","-0.87","-0.18","0.13","-","13.77","-","-42.64","-21.47"
"D P Wires Ltd","Iron & Steel","612.42","16.86","-25.41","2.71","0.61","10.16","25.99","-","-11.42","23.43"
"Munjal Showa Ltd","Auto Parts","609.32","19.81","-6.68","0.92","0.50","6.69","53.36","2.95","-3.63","7.69"
"Gretex Corporate Services Ltd","Investment Banking & Brokerage","608.88","22.43","-1.01","4.07","5.26","12.97","-","0.06","21.26","24.61"
"Kronox Lab Sciences Ltd","Specialty Chemicals","606.46","28.41","2.59","9.15","6.63","20.16","34.81","0.31","33.58","5.75"
"Balaji Telefilms Ltd","Movies & TV Serials","606.23","30.62","-22.50","1.41","0.96","12.01","9.21","-","153.19","1.95"
"Mold-Tek Technologies Ltd","Construction & Engineering","604.65","21.72","-4.17","4.97","3.71","12.71","18.59","-","-5.17","9.83"
"Sayaji Hotels Ltd","Hotels Resorts & Cruise Lines","603.41","42.11","10.65","3.81","5.17","16.97","12.75","-","-58.16","7.98"
"Inertia Steel Ltd","-","603.36","-20111.97","251.30","2154.85","1547.07","-","60335.91","-","-121.43","-1.21"
"Sakar Healthcare Ltd","Pharmaceuticals","602.14","51.55","-12.13","2.30","3.85","16.39","24.61","-","-18.79","5.73"
"Ashima Ltd","Textiles","601.43","6.24","46.29","1.85","1.82","9.10","-","-","1549.77","5.03"
"Shri Jagdamba Polymers Ltd","Textiles","600.84","18.63","10.88","2.45","1.64","9.84","-","-","7.21","36.83"
"UTI Nifty Next 50 Exchange Traded Fund","Equity","599.22","-","13.15","-","-","-","-","0.00","-","-"
"Manaksia Ltd","Metals - Diversified","598.98","7.93","-21.31","1.03","0.78","1.54","4.45","-","-29.27","11.53"
"Tantia Constructions Ltd","Construction & Engineering","596.75","-26.84","19.20","2.41","10.99","-","-","-","-188.58","-2.42"
"Harita Seating Systems Ltd","Auto Parts","595.54","43.15","0.00","2.14","0.79","11.81","17.05","-","-52.08","17.76"
"Nahar Industrial Enterprises Ltd","Textiles","595.24","61.18","3.20","0.61","0.40","12.70","-","-","-88.15","2.24"
"CL Educate Ltd","Education Services","595.08","39.46","34.06","2.14","1.78","13.68","23.27","-","-31.40","2.76"
"Laxmi Goldorna House Ltd","Precious Metals Jewellery & Watches","594.85","62.81","7.28","13.09","2.94","36.70","-","-","2267.50","4.54"
"Delton Cables Ltd","Electrical Components & Equipment","593.78","40.50","75.41","8.32","1.41","18.80","-","-","2427.59","16.97"
"Triton Valves Ltd","Auto Parts","587.76","209.17","71.10","5.71","1.36","21.55","23.79","0.20","130.39","25.27"
"Music Broadcast Ltd","Radio","586.78","85.66","-16.91","0.94","2.33","9.67","21.48","-","99.13","0.20"
"Supreme Power Equipment Ltd","Heavy Electrical Equipment","585.79","41.84","24.91","7.58","5.16","25.66","-","-","7.49","6.54"
"Suraj Ltd","Iron & Steel","582.23","27.04","55.57","4.75","1.74","14.06","14.26","0.47","9.67","11.72"
"U Y Fincorp Ltd","Diversified Financials","580.23","8.94","9.90","1.82","2.95","6.87","-","-","739.59","3.41"
"Vikas Ecotech Ltd","Specialty Chemicals","580.14","84.94","-18.00","1.54","2.21","29.49","4.83","-","-41.88","0.06"
"Sreeleathers Ltd","Footwear","580.03","21.60","-18.27","1.39","2.66","15.01","19.66","-","4.84","11.60"
"Nahar Poly Films Ltd","Textiles","579.69","102.06","15.43","0.73","0.95","21.22","34.73","0.42","-86.85","2.31"
"N R Agarwal Industries Ltd","Paper Products","577.54","4.60","-28.95","0.76","0.44","6.14","4.27","0.59","26.34","73.72"
"Genus Paper & Boards Ltd","Paper Products","576.99","167.24","11.09","1.18","0.81","14.68","7.85","-","129.34","0.13"
"Sahaj Solar Ltd","Renewable Energy Equipment & Services","576.77","43.79","46.20","17.15","2.86","24.97","-","-","104.01","16.57"
"Shree Tirupati Balajee Agro Trading Company Ltd","Packaging","576.46","33.44","-25.22","4.66","1.58","18.46","-","-","82.23","2.74"
"Shalibhadra Finance Ltd","Diversified Financials","573.79","47.90","32.33","5.93","17.50","38.00","225.90","-","21.45","18.05"
"Petro Carbon and Chemicals Ltd","Metals - Coke","568.96","6.90","-26.87","3.51","1.05","5.01","5.75","-","1177.56","32.53"
"Kaya Ltd","Wellness Services","564.63","-4.37","27.06","-2.49","1.35","-","14.56","-","-10.95","-98.90"
"Naga Dhunseri Group Ltd","Investment Banking & Brokerage","564.48","16.69","128.79","0.65","14.24","15.03","119.34","0.04","-51.95","338.30"
"Orient Ceratech Ltd","Metals - Diversified","562.66","29.58","-7.51","2.04","1.75","14.60","-","-","33.57","1.59"
"ABS Marine Services Ltd","Shipbuilding","560.97","23.82","-18.19","4.42","4.06","13.40","48.53","-","-99.73","26.15"
"Kanoria Chemicals and Industries Ltd","Specialty Chemicals","560.24","-14.59","2.05","0.91","0.37","15.37","14.91","-","-337.86","-8.79"
"Mirza International Ltd","Footwear","559.99","46.51","-12.86","1.01","0.88","10.16","11.28","-","97.24","0.87"
"Kamat Hotels (India) Ltd","Hotels Resorts & Cruise Lines","559.65","12.48","-34.27","2.72","1.60","5.98","7.79","-","-86.54","17.23"
"Shiv Texchem Ltd","-","559.49","18.58","-3.79","2.90","0.36","11.27","9.59","-","60.80","161.30"
"HCL Infosystems Ltd","IT Services & Consulting","558.34","-35.14","-11.67","-2.07","7.55","-","-","-","59.05","-0.48"
"HT Media Ltd","Publishing","555.57","-6.89","-14.37","0.27","0.29","12.08","-","-","64.54","-3.49"
"Jost's Engineering Company Ltd","Industrial Machinery","555.26","56.09","23.49","9.58","2.95","30.49","287.70","0.18","36.54","20.72"
"Tara Chand Infralogistic Solutions Ltd","Business Support Services","553.39","34.31","15.84","5.83","3.16","10.94","11.97","-","63.18","11.19"
"Teerth Gopicon Ltd","Construction & Engineering","553.18","47.85","189.21","28.69","5.26","30.92","135.92","-","580.00","14.45"
"Nikhil Adhesives Ltd","Commodity Chemicals","552.92","41.70","-3.76","4.85","0.98","19.11","38.83","-","328.24","2.89"
"Proventus Agrocom Ltd","Packaged Foods & Meats","549.56","75.91","61.60","4.48","1.09","42.92","51.41","-","70.73","23.39"
"Muthoot Capital Services Ltd","Diversified Financials","549.18","4.48","6.85","0.90","1.02","11.87","-","-","55.92","74.59"
"Goodricke Group Ltd","Tea & Coffee","548.10","-7.91","48.91","2.27","0.66","-","-","-","-21286.67","-32.08"
"Izmo Ltd","Software Services","547.53","21.02","14.06","1.79","2.88","12.26","17.93","-","26.55","18.94"
"Shivalic Power Control Ltd","Electrical Components & Equipments","547.43","48.83","-30.49","13.29","5.33","28.98","-","-","53.88","6.45"
"FCS Software Solutions Ltd","Software Services","547.06","-45.40","-21.95","1.25","11.97","-","36.33","-","-931.03","-0.07"
"VVIP Infratech Ltd","-","546.46","26.39","17.96","4.75","1.91","17.36","28.61","-","49.07","11.52"
"Sumit Woods Ltd","Real Estate","545.29","60.59","86.47","5.41","2.99","22.22","15.15","-","17.96","2.94"
"PTL Enterprises Ltd","Tires & Rubber","543.54","23.07","-2.93","0.64","7.77","9.16","25.40","4.26","1.25","1.78"
"EFFWA Infra & Research Ltd","Environmental Services","542.11","39.25","43.20","14.59","3.73","26.48","105.88","-","168.16","7.75"
"Nova Agritech Ltd","Fertilizers & Agro Chemicals","541.92","19.15","12.10","2.81","2.15","11.67","685.97","-","13.36","3.71"
"Oricon Enterprises Ltd","Logistics","541.50","18.04","-19.35","0.46","2.51","15.41","9.36","1.45","102.06","1.91"
"Harshil Agrotech Ltd","-","540.51","675.64","991.28","47.33","41.48","496.46","18017.07","-","-88.97","0.14"
"Dynamic Services & Security Ltd","Employment Services","539.41","60.74","48.89","5.13","4.50","33.65","-","-","-13.75","6.51"
"KCP Sugar and Industries Corp Ltd","Sugar","539.03","8.15","22.84","1.23","1.28","5.90","12.70","-","13.74","5.83"
"Synergy Green Industries Ltd","Industrial Machinery","539.03","46.63","-2.06","9.39","1.64","14.55","14.30","-","1244.19","7.98"
"Sejal Glass Ltd","Building Products - Glass","536.97","162.72","49.26","18.21","3.26","32.45","-","-","-58.02","3.27"
"Singer India Ltd","Home Electronics & Appliances","536.46","119.21","-1.49","3.71","1.24","48.19","385.95","-","-49.22","0.74"
"Modi's Navnirman Ltd","Real Estate Development","536.41","80.18","1.78","6.28","9.26","58.68","-","-","107.47","3.72"
