Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"Bls International Services Ltd","Outsourced services","15064.73","48.14","9.63","10.45","8.78","36.72","43.06","0.27","55.51","7.61"
"Indiamart Intermesh Ltd","Online Services","15040.32","45.04","-3.58","8.66","10.69","25.53","26.90","0.80","78.15","55.15"
"IFCI Ltd","Specialized Finance","14892.24","143.68","35.83","1.94","7.03","22.07","1254.61","-","145.76","0.44"
"Supreme Petrochem Ltd","Specialty Chemicals","14819.54","42.77","20.97","7.34","2.76","25.74","26.60","1.40","4.33","18.43"
"Raymond Lifestyle Ltd","Apparel & Accessories","14760.82","6.70","-15.53","6.30","6.31","6.32","-","-","6019.49","1479.36"
"Godrej Agrovet Ltd","Agro Products","14733.95","40.97","38.71","5.04","1.53","20.75","21.73","1.30","19.10","18.71"
"Kirloskar Brothers Ltd","Industrial Machinery","14591.79","41.92","46.82","8.46","3.59","24.28","38.80","0.33","48.18","43.84"
"Sterling and Wilson Renewable Energy Ltd","Renewable Energy Equipment & Services","14443.12","-68.15","0.17","15.12","4.63","187.03","26.83","-","83.74","-10.02"
"RITES Ltd","Business Support Services","14442.14","31.71","-9.54","5.31","5.68","15.18","33.46","3.00","-15.98","9.48"
"Caplin Point Laboratories Ltd","Pharmaceuticals","14426.26","31.56","41.86","6.15","8.19","22.09","45.31","-","21.36","60.21"
"Akums Drugs and Pharmaceuticals Ltd","Pharmaceuticals","14413.35","-3576.51","15.01","20.00","3.42","112.33","28.93","-","-104.25","-0.28"
"Inox Wind Energy Ltd","Heavy Electrical Equipments","14368.30","-212.86","85.13","4.24","7.95","58.26","-","-","82.01","-58.02"
"LT Foods Ltd","Packaged Foods & Meats","14331.13","24.15","96.90","4.18","1.82","14.72","18.93","-","41.55","17.09"
"Granules India Ltd","Pharmaceuticals","14319.14","35.33","42.58","4.44","3.17","17.72","32.59","0.25","-20.63","16.73"
"Praj Industries Ltd","Construction & Engineering","14258.38","50.32","50.43","11.19","4.04","32.03","71.51","0.77","18.12","15.42"
"Rainbow Children's Medicare Ltd","Hospitals & Diagnostic Centres","14176.61","65.33","7.59","11.21","10.63","31.17","44.11","0.21","-0.85","21.38"
"Olectra Greentech Ltd","Electrical Components & Equipments","14174.11","184.44","-3.89","15.46","12.08","76.13","99.12","-","17.17","9.36"
"Maharashtra Scooters Ltd","Two Wheelers","14115.65","70.82","55.25","0.52","63.15","69.04","68.52","1.38","2.06","174.40"
"Craftsman Automation Ltd","Industrial Machinery","14076.58","46.23","38.42","8.04","3.15","17.66","27.42","0.17","22.58","144.11"
"NMDC Steel Ltd","Iron & Steel","14066.91","-9.02","-24.65","0.91","4.44","-","-","-","-","-5.32"
"JM Financial Ltd","Investment Banking & Brokerage","14054.36","34.29","80.10","1.27","2.91","67.43","3.87","1.36","-31.44","4.29"
"E I D-Parry (India) Ltd","Sugar","14044.67","15.61","27.99","1.25","0.47","5.66","7.12","0.51","-5.08","50.68"
"Nava Limited","Iron & Steel","13947.07","11.10","97.76","1.68","3.43","7.60","4.39","0.42","2.81","86.57"
"Ingersoll-Rand (India) Ltd","Industrial Machinery","13896.08","62.49","12.65","23.95","11.20","43.04","67.16","1.59","21.77","70.44"
"eClerx Services Limited","Outsourced services","13759.61","26.90","25.71","6.12","4.60","15.42","26.16","0.04","6.16","106.26"
"Westlife Foodworld Ltd","Restaurants & Cafes","13661.06","197.33","7.64","23.22","5.67","38.70","40.23","0.39","-37.96","4.44"
"Redington Ltd","Technology Hardware","13637.27","11.19","-19.96","1.73","0.15","6.73","12.63","3.55","-12.51","15.59"
"Glenmark Life Sciences Ltd","Pharmaceuticals","13636.22","28.96","32.56","5.85","5.94","19.46","32.98","-","0.84","38.43"
"Honasa Consumer Ltd","FMCG - Personal Products","13593.88","121.62","3.44","12.41","6.90","69.32","57.76","-","123.17","4.85"
"Aavas Financiers Ltd","Home Financing","13503.93","27.52","10.15","3.58","6.68","36.63","-","-","14.07","62.04"
"Chennai Petroleum Corporation Ltd","Oil & Gas - Refining & Marketing","13464.57","4.91","-3.94","1.44","0.20","3.46","5.00","6.08","-22.27","184.34"
"Voltamp Transformers Ltd","Heavy Electrical Equipments","13424.46","43.68","28.52","9.92","7.87","32.50","62.07","0.68","53.71","303.79"
"Elecon Engineering Company Ltd","Heavy Electrical Equipments","13340.58","37.52","2.88","8.32","6.71","24.65","36.57","0.25","49.71","15.85"
"Data Patterns (India) Ltd","Aerospace & Defense Equipments","13276.04","73.07","-18.48","10.03","23.46","47.17","95.25","0.27","41.17","32.45"
"RedTape","Retail - Apparel","13249.42","75.18","36.38","20.43","7.14","41.28","157.04","-","-37.99","12.75"
"Vardhman Textiles Ltd","Textiles","13221.07","20.93","0.67","1.44","1.34","11.02","-","-","-20.61","22.20"
"Railtel Corporation of India Ltd","Communication & Networking","13163.29","53.46","8.22","7.20","5.02","25.68","23.66","0.69","30.79","7.67"
"Jaiprakash Power Ventures Ltd","Renewable Energy","13138.08","12.86","10.17","1.14","1.84","7.58","6.82","-","1744.01","1.49"
"IIFL Securities Ltd","Diversified Financials","13098.85","25.57","189.15","7.32","5.87","12.29","-","0.71","104.55","16.71"
"Godawari Power and Ispat Ltd","Iron & Steel","12951.35","13.85","9.70","2.84","2.32","8.37","12.40","0.52","18.11","13.74"
"Cube Highways Trust","Roads","12906.89","-18.28","0.00","1.00","4.20","15.84","6.90","-","-","-4.88"
"Usha Martin Ltd","Iron & Steel","12779.36","30.14","13.83","5.36","3.90","19.93","28.79","0.66","21.08","13.88"
"Balrampur Chini Mills Ltd","Sugar","12768.71","23.89","69.00","3.75","2.20","14.89","71.80","0.47","89.15","26.49"
"Genus Power Infrastructures Ltd","Electronic Equipments","12607.00","145.46","34.60","8.03","9.82","56.44","-","-","171.75","3.42"
"Deepak Fertilisers and Petrochemicals Corp Ltd","Fertilizers & Agro Chemicals","12505.12","28.26","79.03","2.30","1.42","11.40","17.09","0.86","-64.25","35.05"
"Manappuram Finance Ltd","Consumer Finance","12434.13","5.68","-23.09","1.07","1.39","13.60","-","2.25","46.31","25.86"
"Marksans Pharma Ltd","Pharmaceuticals","12418.95","39.59","63.08","5.95","5.57","23.54","53.90","-","12.10","6.92"
"Nuvoco Vistas Corporation Ltd","Cement","12343.32","83.76","3.77","1.37","1.15","10.04","7.75","-","829.19","4.13"
"Minda Corporation Ltd","Auto Parts","12291.07","54.10","29.16","6.21","2.63","23.23","42.86","0.27","-20.14","9.50"
"RHI Magnesita India Ltd","Cement","12246.57","-121.90","-9.88","3.18","3.23","54.55","45.26","-","80.93","-5.09"
"Zydus Wellness Ltd","FMCG - Foods","12187.78","45.66","15.37","2.27","5.20","39.62","49.46","0.26","-14.01","41.94"
"Transformers and Rectifiers (India) Ltd","Heavy Electrical Equipments","12149.96","273.03","16.04","21.58","9.34","88.50","416.95","0.02","5.26","3.23"
"Zee Entertainment Enterprises Ltd","TV Channels & Broadcasters","12122.72","85.73","-11.18","1.13","1.38","16.47","93.97","0.79","195.39","1.47"
"Tega Industries Ltd","Industrial Machinery","12080.85","62.32","25.29","10.14","7.95","35.10","47.91","0.11","5.16","29.18"
"CEAT Ltd","Tires & Rubber","12019.74","18.70","18.22","2.97","1.00","8.42","6.99","1.01","245.20","158.87"
"TTK Prestige Ltd","Home Electronics & Appliances","12019.18","52.60","24.73","5.76","4.10","29.45","41.60","0.69","-10.11","16.48"
"JSW Holdings Ltd","Asset Management","11940.82","76.76","54.59","0.47","70.42","75.79","103.84","-","-53.08","140.18"
"MMTC Ltd","Commodities Trading","11887.50","61.86","9.24","7.31","31.23","52.08","-","-","-87.70","1.28"
"Happiest Minds Technologies Ltd","IT Services & Consulting","11806.46","47.53","-2.59","7.98","6.84","25.23","55.54","0.73","5.05","16.98"
"Safari Industries (India) Ltd","Apparel & Accessories","11721.61","66.67","14.08","14.23","7.49","39.47","54.04","0.17","34.72","36.55"
"Vesuvius India Ltd","Industrial Machinery","11707.49","54.98","55.11","9.81","7.15","34.98","142.12","0.22","82.34","104.92"
"Symphony Ltd","Home Electronics & Appliances","11676.54","78.83","76.65","15.59","9.68","53.33","72.27","0.77","28.15","21.33"
"Intellect Design Arena Ltd","Software Services","11625.77","36.20","-15.74","4.74","4.53","19.22","28.35","0.41","19.19","23.57"
"Jubilant Ingrevia Ltd","Specialty Chemicals","11585.34","63.35","35.65","4.23","2.78","26.83","26.94","0.69","-40.59","11.48"
"Powergrid Infrastructure Investment Trust","Power Transmission & Distribution","11516.95","12.43","-9.28","1.41","8.84","8.34","9.36","2.37","574.94","10.18"
"CE Info Systems Ltd","Software Services","11464.99","85.59","10.77","17.38","27.46","58.11","151.81","0.17","23.94","24.87"
"Can Fin Homes Ltd","Home Financing","11443.93","15.24","14.16","2.63","3.25","44.16","-","0.70","20.84","56.38"
"Aether Industries Ltd","Specialty Chemicals","11434.41","138.62","3.40","5.54","17.91","70.14","-","-","-41.64","6.42"
"Electrosteel Castings Ltd","Building Products - Pipes","11391.29","15.40","-8.55","2.23","1.50","10.29","14.14","0.76","129.74","12.20"
"Bengal & Assam Company Ltd","Diversified Financials","11265.83","2.89","18.40","1.22","0.71","2.64","6.20","0.40","315.01","3444.98"
"Raymond Ltd","Apparel & Accessories","11250.85","6.87","36.01","2.23","1.09","5.65","21.10","0.59","209.68","148.59"
"Alok Industries Ltd","Textiles","11226.41","-13.26","-17.48","-0.69","2.03","471.92","-","-","3.82","-1.71"
"Gujarat Mineral Development Corporation Ltd","Mining - Diversified","11214.27","18.17","-9.70","1.83","4.09","11.90","103.26","-","-48.75","19.41"
"India Cements Ltd","Cement","11199.68","-49.26","64.53","2.00","2.15","66.83","32.57","-","-79.18","-7.34"
"Sanofi Consumer Healthcare India Ltd","Pharmaceuticals","11177.57","67.83","-1.02","-","21.11","50.53","-","-","-","71.54"
"Metropolis Healthcare Ltd","Hospitals & Diagnostic Centres","11158.34","87.30","21.62","10.15","9.17","37.82","42.26","0.18","-10.59","24.96"
"City Union Bank Ltd","Private Banks","11156.74","10.98","-3.87","1.33","1.86","3.23","25.58","1.00","8.27","13.72"
"Alkyl Amines Chemicals Ltd","Specialty Chemicals","11116.72","74.67","7.59","8.77","7.64","41.72","40.43","0.46","-34.93","29.13"
"Mrs. Bectors Food Specialities Ltd","FMCG - Foods","11107.23","79.13","65.41","16.76","6.76","42.86","72.40","-","55.84","23.87"
"Prudent Corporate Advisory Services Ltd","Asset Management","11103.82","80.02","89.96","23.07","13.46","52.18","74.22","-","18.93","33.51"
"Sapphire Foods India Ltd","Restaurants & Cafes","11033.95","208.98","17.10","8.24","4.20","24.32","24.59","-","-77.40","1.66"
"JK Tyre & Industries Ltd","Tires & Rubber","10927.92","13.90","-3.34","2.37","0.73","7.10","6.77","1.07","190.98","31.02"
"Tanla Platforms Ltd","Software Services","10882.46","19.85","-12.28","5.60","2.74","13.24","18.45","1.48","23.07","40.79"
"Graphite India Ltd","Electrical Components & Equipments","10777.89","13.34","-18.49","1.92","2.56","7.40","15.84","1.99","305.37","41.36"
"shipping corporation of India Ltd","Logistics","10757.63","15.84","9.33","1.43","2.02","7.24","10.82","0.22","-10.70","14.58"
"Kirloskar Ferrous Industries Ltd","Iron & Steel","10750.70","36.10","9.78","3.33","1.74","14.68","19.11","-","-32.06","21.40"
"Quess Corp Ltd","Employment Services","10749.35","38.69","14.84","3.63","0.56","15.94","20.31","1.38","23.59","18.73"
"Bharat 22 ETF","Equity","10739.05","-","11.96","-","-","-","-","0.00","-","-"
"RBL Bank Ltd","Private Banks","10703.72","8.50","-31.79","0.72","0.69","-","2.16","0.85","36.38","20.92"
"Va Tech Wabag Ltd","Water Management","10634.56","43.30","70.12","5.83","3.67","25.44","79.66","-","1789.23","39.49"
"Nippon India ETF Nifty Bank BeES","Equity","10625.95","-","8.93","-","-","-","-","0.00","-","-"
"Reliance Infrastructure Ltd","Power Infrastructure","10602.28","-6.59","37.23","0.77","0.44","6.97","2.59","-","58.94","-42.98"
"Senco Gold Ltd","Precious Metals Jewellery & Watches","10540.33","58.23","38.84","7.72","1.99","27.28","-","0.15","-6.75","27.11"
"LS Industries Ltd","Textiles","10538.08","-3183.71","425.61","172.44","18169.11","-","-","-","62.47","-0.04"
"KPI Green Energy Ltd","Renewable Energy","10502.14","64.96","-12.17","12.57","10.19","33.10","-","0.03","39.62","14.12"
"Happy Forgings Ltd","Auto Truck & Motorcycle Parts","10489.24","43.17","17.17","6.50","7.65","26.23","55.49","0.36","13.44","26.45"
"Edelweiss Financial Services Ltd","Diversified Financials","10470.46","24.89","44.99","1.73","1.09","51.08","3.62","-","60.12","3.23"
"Jammu and Kashmir Bank Ltd","Private Banks","10427.10","5.89","-28.02","0.86","0.87","0.86","-","2.27","38.20","16.61"
"Engineers India Ltd","Construction & Engineering","10426.45","23.42","-11.43","4.62","2.98","17.54","46.97","1.62","28.58","7.92"
"ELANTAS Beck India Ltd","Electrical Components & Equipments","10376.86","75.58","33.26","14.18","14.16","49.99","77.78","0.04","40.41","173.18"
"Sammaan Capital Ltd","Home Financing","10372.89","8.54","-17.02","0.52","1.20","31.46","-","-","-12.61","19.69"
"Galaxy Surfactants Ltd","Specialty Chemicals","10349.77","34.33","12.11","4.75","2.70","20.29","19.96","0.75","-20.87","85.03"
"INOX India Ltd","Sea-Borne Tankers","10305.29","52.58","-16.18","15.88","8.86","35.74","82.06","0.97","26.66","21.59"
"Puravankara Ltd","Real Estate","10263.84","242.87","21.76","5.43","4.54","23.87","11.45","1.46","-36.43","1.78"
"Time Technoplast Ltd","Plastic Products","10237.90","32.98","68.88","3.91","2.04","15.57","25.20","-","41.49","13.70"
"Isgec Heavy Engineering Ltd","Heavy Machinery","10229.79","41.98","34.95","3.91","1.64","20.08","13.92","0.29","24.01","33.14"
"P N Gadgil Jewellers Ltd","Precious Metals Jewellery & Watches","10058.70","65.17","-6.57","18.82","1.64","37.61","1591.57","-","32.45","17.82"
"Home First Finance Company India Ltd","Home Financing","10027.31","32.80","29.87","4.73","8.67","40.10","-","-","33.25","34.64"
